Linnaemyini is a tribe of flies in the family Tachinidae.	Animal
Morula ambrosia is a species of sea snail a marine gastropod mollusk in the family Muricidae the murex snails or rock snails.	Animal
Neoduma plagosus is a moth of the Arctiidae family. It was described by Rothschild in 1912. It is found in New Guinea.The length of the forewings 10 mm. The forewings are creamy white with a yellow costa. The basal half of the wings is edged with black and there are two olive-grey antemedian patches as well as one on the termen. The hindwings are buff.	Animal
The Eastern Blue Sapphire (Heliophorus oda) is a small butterfly found in India that belongs to the Lycaenids or Blues family.	Animal
Grammia favorita is a moth of the Arctiidae family. It was described by Neumögen in 1890. It is found in the Sand Hills of Nebraska Nevada and north-eastern Colorado. The habitat consists of prairie sand dunes.The length of the forewings is about 17.7 millimetres (0.70 in). The forewings are dark brown to black dorsally with creamy buff to pinkish buff bands. The hindwings are deep pinkish red with black markings. Adults are on wing from mid May to mid June.	Animal
The Rocky Mountain Dotted Blue (Euphilotes ancilla) is a species of butterfly of the Lycaenidae family. It is found from Washington south to California and southern Alberta and Saskatchewan south through rockies and high plains to Wyoming Colorado Utah and northwestern New MexicoWingspan is from 17 to 23 mm.Larvae feed on various Eriogonum species especially Sulphur-flower.	Animal
The Golden Bush Robin (Tarsiger chrysaeus) is a species of songbird in the Muscicapidae family found in the northern regions of the Indian Subcontinent and parts of Southeast Asia.It ranges across Bhutan India Myanmar Nepal Pakistan Tibet Thailand and Vietnam.Its natural habitat is temperate forests.	Animal
Antona intensa is a moth of the Arctiidae family. It is found in Surinam.	Animal
Ancharius fuscus is a species of catfish in the Anchariidae family. It is commonly referred to as the vaona but this name also refers to Gogo brevibarbis. It is endemic to Madagascar where it is found in the eastern draining rivers. Its natural habitat is rivers. It is threatened by habitat loss. A. fuscus grows to about 30.0 centimetres (11.8 in) TL.	Animal
Xanthochorus buxeus is a species of sea snail a marine gastropod mollusk in the family Muricidae the murex snails or rock snails.	Animal
Histricosceptrum atlantis is a species of large sea snail marine gastropod mollusk in the family Turbinellidae.	Animal
Neonerita postsuffusa is a moth of the Arctiidae family. It was described by Rothschild in 1922. It is found in Guyana and Brazil.	Animal
Capillaria aerophila is a nematode parasite found in the respiratory tract of foxes dogs and various other carnivorous mammals. A few cases of human infestation have also been reported. Though it is sometimes called a lungworm this term usually refers to other species of nematodes. Infestation by C.	Animal
The Migoidea are a superfamily of mygalomorph spiders. They contain two families of spiders: Migidae Actinopodidae	Animal
Cosmopterix ingeniosa is a moth of the Cosmopterigidae family. It is known from India.	Animal
Siccia orbiculata is a moth in the Arctiidae family. It was described by Kühne in 2007. It is found in Kenya.	Animal
Mesoscincus is a genus comprising three species of skink native to Mexico and Central America. They were formerly included in the genus Eumeces.	Animal
Oxynoemacheilus leontinae is a species of stone loach found in Israel Jordan Lebanon and Syria.Its natural habitat is rivers.	Animal
Syrmoptera homeyerii is a butterfly in the Lycaenidae family. It is found in the Democratic Republic of Congo (Uele Sankuru Lualaba Lomani Tanganika and Maniema) and Angola.	Animal
Cyclommatus scutellaris is a beetle of the Family Lucanidae.	Animal
Mordella tomentosa is a species of beetle in the Mordella genus that is in the Mordellidae family which is a part of the Tenebrionoidea superfamily. It was discovered in 1835.	Animal
Physetica is a genus of moths of the Noctuidae family.	Animal
The flying mice also known as the pygmy scaly-tails pygmy scaly-tailed flying squirrels or pygmy anomalures are not mice not squirrels and are not capable of true flight. These unusual rodents are essentially miniaturized versions of anomalures and are part of the same sub-Saharan African radiation of gliding mammal.	Animal
Trypeta longirostris is a species of tephritid or fruit flies in the genus Trypeta of the family Tephritidae.	Animal
Mogurnda furva the Black mogurnda is a species of sleeper goby endemic to Lake Kutubu in Papua New Guinea. This species can reach a length of 12 centimetres (4.7 in) SL.	Animal
Elattoneura cellularis is a species of damselfly in the family Protoneuridae. It is found in Angola Botswana the Republic of the Congo the Democratic Republic of the Congo Malawi Mozambique Namibia Tanzania Zambia and Zimbabwe. Its natural habitat is freshwater lakes.	Animal
Mystogenes is a genus of moths belonging to the subfamily Olethreutinae of the family Tortricidae.	Animal
Kanamarua francroberti is a species of sea snail a marine gastropod mollusk in the family Buccinidae the true whelks.	Animal
Pediobopsis is a genus of hymenopteran insects of the family Eulophidae.	Animal
Steatoda nobilis is a spider in the genus Steatoda known in the United Kingdom as the noble false widow and often referred to as the false widow. As the common name indicates the spider superficially resembles and is frequently confused for the black widow and other spiders in the genus Latrodectus which can have medically significant venom.	Animal
Heterodera humuli is a plant pathogenic nematode the hop cyst nematode. It is an obligate parasite and infests hop plants Humulus lupulus.	Animal
Planorbis kahuica is a species of minute air-breathing freshwater snail an aquatic pulmonate gastropod mollusk or micromollusk in the family Planorbidae the ram's horn snails or planorbids. All planorbids have sinistral shells	Animal
Pseudometapterus umbrosus is a species of assassin bug found in North America. It is univoltine in Illinois and overwinters as an adult. It has been reported from spider webs and plants (Heuchera parviflora) on sandstone and limestone bluffs. The vast majority of observed individuals are mictropterus but in 2000 a macropterus (full-size winged) female was observed in Little Grand Canyon Jackson County Southern Illinois.	Animal
Lymantriini (sometimes misspelled as Lymantrini) is a tribe of the family Lymantriidae comprising a group of polyphagous noctuoid (or owlet) moths that reside mostly in the tropical regions of Afro-Eurasia but also North America.	Animal
Prominea porrecta is a species of moth of the Noctuidae family. It is found on the African Indian Ocean islands of Madagascar Réunion and Mauritius.It has a winglength of approx. 16-17 mmn wingspan around 33 mm.	Animal
The Puerto Rican Vireo (Vireo latimeri) a bird is a small true vireo endemic to the archipelago of Puerto Rico and one of the 31 species belonging to the Vireo genus of the Vireonidae family. Its local name is bien-te-veo (see-you-well after the call) not to be confused with the unrelated Bienteveo tyrant flycatcher which is found elsewhere.The Puerto Rican Vireo has a gray head a white breast and a yellowish belly.	Animal
The Blue-bellied Roller (Coracias cyanogaster) is a member of the roller family of birds which breeds across Africa in a narrow belt from Senegal to northeast Democratic Republic of the Congo. It is resident apart from some local seasonal movements in mature moist savannah dominated by Isoberlinia trees.The Blue-bellied Roller is a large bird nearly the size of a Jackdaw at 28–30 cm. It has a dark green back white head neck and breast with the rest of the plumage mainly blue.	Animal
Web-footed geckos in the genus palmatogecko are two species of Gecko that live in the Namib Desert. They have webbed feet in order to move more easily across desert sand. They don't possess eyelids so they must lick their eyeballs clean in order to keep them moist.The Web-footed gecko uses various clicks squeaks croaks and other sounds to frighten attackers.	Animal
Mordacia is the sole genus of the family Mordaciidae the southern topeyed lampreys.	Animal
Domiporta is a genus of sea snails marine gastropod mollusks in the family Mitridae.	Animal
The White-headed dwarf gecko (Lygodactylus picturatus) is a common species of Lygodactylus gecko found in Africa.	Animal
Meganoton loeffleri is a moth of the Sphingidae family. It is known from Thailand.	Animal
Mastigias is a genus of true jellyfish in the family Mastigiidae. It contains seven described species. Members of this genus are found widely in coastal regions of the Indo-Pacific including saline lakes of Palau (e.g. Jellyfish Lake) but there are also records from the West Atlantic at Florida and Puerto Rico. The West Atlantic records are most likely the result of accidental introductions by humans.	Animal
Exerodonta sumichrasti is a species of frog in the Hylidae family.It is endemic to Mexico.Its natural habitats are subtropical or tropical dry forests subtropical or tropical moist montane forests and rivers.It is threatened by habitat loss.	Animal
Prorella irremorata is a moth in the Geometridae family. It is found in the desert regions of southern California Nevada and Arizona.The wingspan is about 15 mm. The wings are light ochreous with darker blotches along the costa and in the outer area opposite the cell and above the tornus. The most prominent blotch occurs in the central area of the costa. Between this blotch and the apex of the wing are two other smaller blotches.	Animal
Malacosoma alpicolum (also M. alpicola) is a moth of the family Lasiocampidae the snout moths. It is native to the southern and central Alps.The wingspan is 18–34 mm. The moth flies from July to August.The larvae feed on various plants including roses common blackberry Alchemilla alpina Potentilla aurea Filipendula ulmaria and Euphorbia cyparissias.	Animal
Hemitoma octoradiata is a species of sea snail a marine gastropod mollusk in the family Fissurellidae the keyhole limpets.	Animal
Peribaea is a genus of flies in the family Tachinidae.	Animal
Spilarctia mollis is a moth in the Arctiidae family. It was described by Černý in 2011. It is found in the Philippines.	Animal
Kinosternon is a genus of aquatic turtles known commonly as mud turtles.	Animal
Liocrobyla brachybotrys is a moth of the Gracillariidae family. It is known from Japan (Honshū and Kyūshū) and Korea.The wingspan is 6–7 mm.The larvae feed on Wisteria brachybotrys. They mine the leaves of their host plant. The mine has the form of an elongate or digitate blotch along the midrib. It is pale brown and bordered by pale green.	Animal
Adalbertia is a genus of moth in the family Geometridae.	Animal
The Small Fan-foot (Herminia grisealis) is a moth of the family Noctuoidea. It is found in Europe.	Animal
Callistus lunatus is a species of ground beetle and the only species of the monotypic genus Callistus.	Animal
Maguda is a genus of moths of the Noctuidae family.	Animal
Eudonia philerga is a species of moth of the Crambidae family. It is found in New Zealand.	Animal
Epapterus is a genus of driftwood catfishes that occur in South America. There are currently two described species in this genus.	Animal
The Great Northern Loon (Gavia immer) is a large member of the loon or diver family of birds. The species is known as the Common Loon in North America and the Great Northern Diver in Eurasia; its current name is a compromise proposed by the International Ornithological Committee.	Animal
Meropis was a genus of moths of the Noctuidae family. It now considered a synonym of Ophiusa.	Animal
Eriotortrix iresinephora is a species of moth of the Tortricidae family. It is found in Colombia.	Animal
Megeuptychia is a genus of satyrid butterfly found in the Neotropic ecozone.	Animal
Atlasaurus (AT-luh-SAWR-us - Atlas - the Titan who held up the heavens according to Greek mythology + Greek sauros meaning lizard) was a moderately large genus of sauropod dinosaur from Middle Jurassic (Bathonian to Callovian stages) beds in North Africa.	Animal
