05/21/2022 21:26:59 - INFO - __main__ - Namespace(task_dir='data_64/ethos-religion/', task_name='ethos-religion', identifier='T5-large-ft-cls2cls-down64shot', train_file='data', dev_file='data', test_file='data', dataset='nlp_forest_single', output_dir='models/T5-large-ft-cls2cls-down64shot/singletask-ethos-religion', do_train=True, do_predict=True, predict_checkpoint='best-model.pt', checkpoint='None', do_lowercase=False, freeze_embeds=False, max_input_length=512, max_output_length=128, num_beams=4, append_another_bos=False, train_batch_size=4, predict_batch_size=32, learning_rate=3e-05, weight_decay=1e-05, adam_epsilon=1e-08, max_grad_norm=1.0, gradient_accumulation_steps=1, num_train_epochs=300.0, warmup_steps=50, total_steps=1000, wait_step=10000000000, quiet=False, eval_period=50, prefix='', debug=False, seed=42, learning_rate_list=[0.0005, 0.0003, 0.0002, 0.0001], bsz_list=[8], cache_dir='/export/share/sjoty/continual-learning/cache/', local_rank=1, log_step=10, model='google/t5-v1_1-large', cuda='2,3')
05/21/2022 21:26:59 - INFO - __main__ - models/T5-large-ft-cls2cls-down64shot/singletask-ethos-religion
05/21/2022 21:26:59 - INFO - __main__ - Namespace(task_dir='data_64/ethos-religion/', task_name='ethos-religion', identifier='T5-large-ft-cls2cls-down64shot', train_file='data', dev_file='data', test_file='data', dataset='nlp_forest_single', output_dir='models/T5-large-ft-cls2cls-down64shot/singletask-ethos-religion', do_train=True, do_predict=True, predict_checkpoint='best-model.pt', checkpoint='None', do_lowercase=False, freeze_embeds=False, max_input_length=512, max_output_length=128, num_beams=4, append_another_bos=False, train_batch_size=4, predict_batch_size=32, learning_rate=3e-05, weight_decay=1e-05, adam_epsilon=1e-08, max_grad_norm=1.0, gradient_accumulation_steps=1, num_train_epochs=300.0, warmup_steps=50, total_steps=1000, wait_step=10000000000, quiet=False, eval_period=50, prefix='', debug=False, seed=42, learning_rate_list=[0.0005, 0.0003, 0.0002, 0.0001], bsz_list=[8], cache_dir='/export/share/sjoty/continual-learning/cache/', local_rank=0, log_step=10, model='google/t5-v1_1-large', cuda='2,3')
05/21/2022 21:26:59 - INFO - __main__ - models/T5-large-ft-cls2cls-down64shot/singletask-ethos-religion
05/21/2022 21:27:01 - INFO - root - Added key: store_based_barrier_key:1 to store for rank: 0
05/21/2022 21:27:01 - INFO - root - Added key: store_based_barrier_key:1 to store for rank: 1
05/21/2022 21:27:01 - INFO - __main__ - args.device: cuda:0
05/21/2022 21:27:01 - INFO - __main__ - args.device: cuda:1
05/21/2022 21:27:01 - INFO - __main__ - Using 2 gpus
05/21/2022 21:27:01 - INFO - __main__ - Using 2 gpus
05/21/2022 21:27:01 - INFO - __main__ - Fine-tuning the following samples: ['ethos-religion_64_100', 'ethos-religion_64_13', 'ethos-religion_64_21', 'ethos-religion_64_42', 'ethos-religion_64_87']
05/21/2022 21:27:01 - INFO - __main__ - Fine-tuning the following samples: ['ethos-religion_64_100', 'ethos-religion_64_13', 'ethos-religion_64_21', 'ethos-religion_64_42', 'ethos-religion_64_87']
05/21/2022 21:27:06 - INFO - __main__ - Running ... prefix=ethos-religion_64_100, lr=0.0005, bsz=8 ...
06/02/2022 11:00:25 - INFO - __main__ - Namespace(task_dir='data_64/ethos-religion/', task_name='ethos-religion', identifier='T5-large-ft-cls2cls-down64shot', train_file='data', dev_file='data', test_file='data', dataset='nlp_forest_single', output_dir='models/T5-large-ft-cls2cls-down64shot/singletask-ethos-religion', do_train=True, do_predict=True, predict_checkpoint='best-model.pt', checkpoint='None', do_lowercase=False, freeze_embeds=False, max_input_length=512, max_output_length=128, num_beams=4, append_another_bos=False, train_batch_size=4, predict_batch_size=32, learning_rate=3e-05, weight_decay=1e-05, adam_epsilon=1e-08, max_grad_norm=1.0, gradient_accumulation_steps=1, num_train_epochs=300.0, warmup_steps=50, total_steps=1000, wait_step=10000000000, quiet=False, eval_period=50, prefix='', debug=False, seed=42, learning_rate_list=[0.0005, 0.0003, 0.0002, 0.0001], bsz_list=[8], cache_dir='/export/share/sjoty/continual-learning/cache/', local_rank=0, log_step=10, model='google/t5-v1_1-large', cuda='2,3')
06/02/2022 11:00:25 - INFO - __main__ - models/T5-large-ft-cls2cls-down64shot/singletask-ethos-religion
06/02/2022 11:00:25 - INFO - __main__ - Namespace(task_dir='data_64/ethos-religion/', task_name='ethos-religion', identifier='T5-large-ft-cls2cls-down64shot', train_file='data', dev_file='data', test_file='data', dataset='nlp_forest_single', output_dir='models/T5-large-ft-cls2cls-down64shot/singletask-ethos-religion', do_train=True, do_predict=True, predict_checkpoint='best-model.pt', checkpoint='None', do_lowercase=False, freeze_embeds=False, max_input_length=512, max_output_length=128, num_beams=4, append_another_bos=False, train_batch_size=4, predict_batch_size=32, learning_rate=3e-05, weight_decay=1e-05, adam_epsilon=1e-08, max_grad_norm=1.0, gradient_accumulation_steps=1, num_train_epochs=300.0, warmup_steps=50, total_steps=1000, wait_step=10000000000, quiet=False, eval_period=50, prefix='', debug=False, seed=42, learning_rate_list=[0.0005, 0.0003, 0.0002, 0.0001], bsz_list=[8], cache_dir='/export/share/sjoty/continual-learning/cache/', local_rank=1, log_step=10, model='google/t5-v1_1-large', cuda='2,3')
06/02/2022 11:00:25 - INFO - __main__ - models/T5-large-ft-cls2cls-down64shot/singletask-ethos-religion
06/02/2022 11:00:26 - INFO - root - Added key: store_based_barrier_key:1 to store for rank: 1
06/02/2022 11:00:26 - INFO - root - Added key: store_based_barrier_key:1 to store for rank: 0
06/02/2022 11:00:26 - INFO - __main__ - args.device: cuda:0
06/02/2022 11:00:26 - INFO - __main__ - Using 2 gpus
06/02/2022 11:00:26 - INFO - __main__ - Fine-tuning the following samples: ['ethos-religion_64_100', 'ethos-religion_64_13', 'ethos-religion_64_21', 'ethos-religion_64_42', 'ethos-religion_64_87']
06/02/2022 11:00:26 - INFO - __main__ - args.device: cuda:1
06/02/2022 11:00:26 - INFO - __main__ - Using 2 gpus
06/02/2022 11:00:26 - INFO - __main__ - Fine-tuning the following samples: ['ethos-religion_64_100', 'ethos-religion_64_13', 'ethos-religion_64_21', 'ethos-religion_64_42', 'ethos-religion_64_87']
06/02/2022 11:00:31 - INFO - __main__ - Running ... prefix=ethos-religion_64_100, lr=0.0005, bsz=8 ...
06/02/2022 11:00:32 - INFO - __main__ - Start tokenizing ... 126 instances
06/02/2022 11:00:32 - INFO - __main__ - Start tokenizing ... 126 instances
06/02/2022 11:00:32 - INFO - __main__ - Printing 3 examples
06/02/2022 11:00:32 - INFO - __main__ -  [ethos-religion] If I were your dad, I'd Google "Abortions at 30 years old mentally handicapped”.
06/02/2022 11:00:32 - INFO - __main__ - Printing 3 examples
06/02/2022 11:00:32 - INFO - __main__ - ['false']
06/02/2022 11:00:32 - INFO - __main__ -  [ethos-religion] I liked macklemore,  not anymore , gays should fucking die motherfuckers cocksukers
06/02/2022 11:00:32 - INFO - __main__ -  [ethos-religion] If I were your dad, I'd Google "Abortions at 30 years old mentally handicapped”.
06/02/2022 11:00:32 - INFO - __main__ - ['false']
06/02/2022 11:00:32 - INFO - __main__ - ['false']
06/02/2022 11:00:32 - INFO - __main__ -  [ethos-religion] an Asian Moe Howard piece of shit
06/02/2022 11:00:32 - INFO - __main__ -  [ethos-religion] I liked macklemore,  not anymore , gays should fucking die motherfuckers cocksukers
06/02/2022 11:00:32 - INFO - __main__ - ['false']
06/02/2022 11:00:32 - INFO - __main__ - ['false']
06/02/2022 11:00:32 - INFO - __main__ -  [ethos-religion] an Asian Moe Howard piece of shit
06/02/2022 11:00:32 - INFO - __main__ - ['false']
06/02/2022 11:00:32 - INFO - __main__ - Tokenizing Input ...
06/02/2022 11:00:32 - INFO - __main__ - Tokenizing Input ...
06/02/2022 11:00:32 - INFO - __main__ - Tokenizing Output ...
06/02/2022 11:00:32 - INFO - __main__ - Tokenizing Output ...
06/02/2022 11:00:32 - INFO - __main__ - Loaded 126 examples from train data
06/02/2022 11:00:32 - INFO - __main__ - Start tokenizing ... 64 instances
06/02/2022 11:00:32 - INFO - __main__ - Printing 3 examples
06/02/2022 11:00:32 - INFO - __main__ -  [ethos-religion] I really don’t like your accent. I don’t want to call support and call to rats like you. I want a cute lady with British accent to answer my call. You are third world pieces with no job to this planet
06/02/2022 11:00:32 - INFO - __main__ - ['false']
06/02/2022 11:00:32 - INFO - __main__ -  [ethos-religion] Humans with third leg I hope to distinct soon, with much love
06/02/2022 11:00:32 - INFO - __main__ - ['false']
06/02/2022 11:00:32 - INFO - __main__ -  [ethos-religion] I would pull you over for your race, if I was a cop.
06/02/2022 11:00:32 - INFO - __main__ - ['false']
06/02/2022 11:00:32 - INFO - __main__ - Tokenizing Input ...
06/02/2022 11:00:32 - INFO - __main__ - Loaded 126 examples from train data
06/02/2022 11:00:32 - INFO - __main__ - Start tokenizing ... 64 instances
06/02/2022 11:00:32 - INFO - __main__ - Printing 3 examples
06/02/2022 11:00:32 - INFO - __main__ -  [ethos-religion] I really don’t like your accent. I don’t want to call support and call to rats like you. I want a cute lady with British accent to answer my call. You are third world pieces with no job to this planet
06/02/2022 11:00:32 - INFO - __main__ - ['false']
06/02/2022 11:00:32 - INFO - __main__ -  [ethos-religion] Humans with third leg I hope to distinct soon, with much love
06/02/2022 11:00:32 - INFO - __main__ - ['false']
06/02/2022 11:00:32 - INFO - __main__ -  [ethos-religion] I would pull you over for your race, if I was a cop.
06/02/2022 11:00:32 - INFO - __main__ - ['false']
06/02/2022 11:00:32 - INFO - __main__ - Tokenizing Input ...
06/02/2022 11:00:32 - INFO - __main__ - Tokenizing Output ...
06/02/2022 11:00:32 - INFO - __main__ - Tokenizing Output ...
06/02/2022 11:00:32 - INFO - __main__ - Loaded 64 examples from dev data
06/02/2022 11:00:32 - INFO - __main__ - Loaded 64 examples from dev data
06/02/2022 11:00:45 - INFO - root - ShardedDDP bucket size: 8.00M parameters, model size 746.87M parameters
06/02/2022 11:00:45 - INFO - __main__ - Starting training!
06/02/2022 11:00:46 - INFO - root - ShardedDDP bucket size: 8.00M parameters, model size 746.87M parameters
06/02/2022 11:00:46 - INFO - __main__ - Starting training!
06/02/2022 11:00:51 - INFO - __main__ - Step 10 Global step 10 Train loss 23.054356 on epoch=1
06/02/2022 11:00:56 - INFO - __main__ - Step 20 Global step 20 Train loss 18.843504 on epoch=2
06/02/2022 11:01:01 - INFO - __main__ - Step 30 Global step 30 Train loss 16.013254 on epoch=3
06/02/2022 11:01:06 - INFO - __main__ - Step 40 Global step 40 Train loss 14.293869 on epoch=4
06/02/2022 11:01:11 - INFO - __main__ - Step 50 Global step 50 Train loss 12.676726 on epoch=6
06/02/2022 11:01:11 - INFO - __main__ - Global step 50 Train loss 16.976341 Classification-F1 0.0 on epoch=6
06/02/2022 11:01:17 - INFO - __main__ - Step 60 Global step 60 Train loss 9.422496 on epoch=7
06/02/2022 11:01:22 - INFO - __main__ - Step 70 Global step 70 Train loss 3.355233 on epoch=8
06/02/2022 11:01:28 - INFO - __main__ - Step 80 Global step 80 Train loss 2.559531 on epoch=9
06/02/2022 11:01:33 - INFO - __main__ - Step 90 Global step 90 Train loss 2.240528 on epoch=11
06/02/2022 11:01:38 - INFO - __main__ - Step 100 Global step 100 Train loss 1.491941 on epoch=12
06/02/2022 11:01:39 - INFO - __main__ - Global step 100 Train loss 3.813946 Classification-F1 1.0 on epoch=12
06/02/2022 11:01:45 - INFO - __main__ - Step 110 Global step 110 Train loss 1.940695 on epoch=13
06/02/2022 11:01:50 - INFO - __main__ - Step 120 Global step 120 Train loss 2.315276 on epoch=14
06/02/2022 11:01:55 - INFO - __main__ - Step 130 Global step 130 Train loss 1.932491 on epoch=16
06/02/2022 11:02:01 - INFO - __main__ - Step 140 Global step 140 Train loss 1.888658 on epoch=17
06/02/2022 11:02:06 - INFO - __main__ - Step 150 Global step 150 Train loss 1.360174 on epoch=18
06/02/2022 11:02:06 - INFO - __main__ - Global step 150 Train loss 1.887459 Classification-F1 1.0 on epoch=18
06/02/2022 11:02:11 - INFO - __main__ - Step 160 Global step 160 Train loss 1.038241 on epoch=19
06/02/2022 11:02:17 - INFO - __main__ - Step 170 Global step 170 Train loss 1.020095 on epoch=21
06/02/2022 11:02:22 - INFO - __main__ - Step 180 Global step 180 Train loss 1.061789 on epoch=22
06/02/2022 11:02:27 - INFO - __main__ - Step 190 Global step 190 Train loss 0.967429 on epoch=23
06/02/2022 11:02:32 - INFO - __main__ - Step 200 Global step 200 Train loss 0.842348 on epoch=24
06/02/2022 11:02:33 - INFO - __main__ - Global step 200 Train loss 0.985981 Classification-F1 0.42342342342342343 on epoch=24
06/02/2022 11:02:38 - INFO - __main__ - Step 210 Global step 210 Train loss 0.697709 on epoch=26
06/02/2022 11:02:44 - INFO - __main__ - Step 220 Global step 220 Train loss 0.602252 on epoch=27
06/02/2022 11:02:49 - INFO - __main__ - Step 230 Global step 230 Train loss 0.587509 on epoch=28
06/02/2022 11:02:54 - INFO - __main__ - Step 240 Global step 240 Train loss 0.521712 on epoch=29
06/02/2022 11:02:59 - INFO - __main__ - Step 250 Global step 250 Train loss 0.503167 on epoch=31
06/02/2022 11:03:00 - INFO - __main__ - Global step 250 Train loss 0.582470 Classification-F1 0.07246376811594203 on epoch=31
06/02/2022 11:03:05 - INFO - __main__ - Step 260 Global step 260 Train loss 0.485843 on epoch=32
06/02/2022 11:03:10 - INFO - __main__ - Step 270 Global step 270 Train loss 0.375150 on epoch=33
06/02/2022 11:03:16 - INFO - __main__ - Step 280 Global step 280 Train loss 0.372193 on epoch=34
06/02/2022 11:03:21 - INFO - __main__ - Step 290 Global step 290 Train loss 0.276715 on epoch=36
06/02/2022 11:03:26 - INFO - __main__ - Step 300 Global step 300 Train loss 0.250324 on epoch=37
06/02/2022 11:03:26 - INFO - __main__ - Global step 300 Train loss 0.352045 Classification-F1 0.36633663366336633 on epoch=37
06/02/2022 11:03:32 - INFO - __main__ - Step 310 Global step 310 Train loss 0.260775 on epoch=38
06/02/2022 11:03:37 - INFO - __main__ - Step 320 Global step 320 Train loss 0.221185 on epoch=39
06/02/2022 11:03:42 - INFO - __main__ - Step 330 Global step 330 Train loss 0.174869 on epoch=41
06/02/2022 11:03:47 - INFO - __main__ - Step 340 Global step 340 Train loss 0.190593 on epoch=42
06/02/2022 11:03:52 - INFO - __main__ - Step 350 Global step 350 Train loss 0.180532 on epoch=43
06/02/2022 11:03:53 - INFO - __main__ - Global step 350 Train loss 0.205591 Classification-F1 1.0 on epoch=43
06/02/2022 11:03:58 - INFO - __main__ - Step 360 Global step 360 Train loss 0.162462 on epoch=44
06/02/2022 11:04:03 - INFO - __main__ - Step 370 Global step 370 Train loss 0.177051 on epoch=46
06/02/2022 11:04:08 - INFO - __main__ - Step 380 Global step 380 Train loss 0.127586 on epoch=47
06/02/2022 11:04:13 - INFO - __main__ - Step 390 Global step 390 Train loss 0.116952 on epoch=48
06/02/2022 11:04:18 - INFO - __main__ - Step 400 Global step 400 Train loss 0.132382 on epoch=49
06/02/2022 11:04:19 - INFO - __main__ - Global step 400 Train loss 0.143287 Classification-F1 0.4576271186440678 on epoch=49
06/02/2022 11:04:24 - INFO - __main__ - Step 410 Global step 410 Train loss 0.103375 on epoch=51
06/02/2022 11:04:29 - INFO - __main__ - Step 420 Global step 420 Train loss 0.075339 on epoch=52
06/02/2022 11:04:34 - INFO - __main__ - Step 430 Global step 430 Train loss 0.091592 on epoch=53
06/02/2022 11:04:39 - INFO - __main__ - Step 440 Global step 440 Train loss 0.046289 on epoch=54
06/02/2022 11:04:45 - INFO - __main__ - Step 450 Global step 450 Train loss 0.065237 on epoch=56
06/02/2022 11:04:45 - INFO - __main__ - Global step 450 Train loss 0.076367 Classification-F1 0.41818181818181815 on epoch=56
06/02/2022 11:04:50 - INFO - __main__ - Step 460 Global step 460 Train loss 0.076904 on epoch=57
06/02/2022 11:04:55 - INFO - __main__ - Step 470 Global step 470 Train loss 0.115212 on epoch=58
06/02/2022 11:05:00 - INFO - __main__ - Step 480 Global step 480 Train loss 0.050786 on epoch=59
06/02/2022 11:05:06 - INFO - __main__ - Step 490 Global step 490 Train loss 0.122153 on epoch=61
06/02/2022 11:05:11 - INFO - __main__ - Step 500 Global step 500 Train loss 0.145487 on epoch=62
06/02/2022 11:05:11 - INFO - __main__ - Global step 500 Train loss 0.102109 Classification-F1 0.49606299212598426 on epoch=62
06/02/2022 11:05:17 - INFO - __main__ - Step 510 Global step 510 Train loss 0.074498 on epoch=63
06/02/2022 11:05:22 - INFO - __main__ - Step 520 Global step 520 Train loss 0.049823 on epoch=64
06/02/2022 11:05:27 - INFO - __main__ - Step 530 Global step 530 Train loss 0.027742 on epoch=66
06/02/2022 11:05:32 - INFO - __main__ - Step 540 Global step 540 Train loss 0.007430 on epoch=67
06/02/2022 11:05:37 - INFO - __main__ - Step 550 Global step 550 Train loss 0.044321 on epoch=68
06/02/2022 11:05:38 - INFO - __main__ - Global step 550 Train loss 0.040763 Classification-F1 0.47107438016528924 on epoch=68
06/02/2022 11:05:43 - INFO - __main__ - Step 560 Global step 560 Train loss 0.002041 on epoch=69
06/02/2022 11:05:48 - INFO - __main__ - Step 570 Global step 570 Train loss 0.011767 on epoch=71
06/02/2022 11:05:53 - INFO - __main__ - Step 580 Global step 580 Train loss 0.010057 on epoch=72
06/02/2022 11:05:58 - INFO - __main__ - Step 590 Global step 590 Train loss 0.001505 on epoch=73
06/02/2022 11:06:03 - INFO - __main__ - Step 600 Global step 600 Train loss 0.030790 on epoch=74
06/02/2022 11:06:04 - INFO - __main__ - Global step 600 Train loss 0.011232 Classification-F1 0.4796747967479675 on epoch=74
06/02/2022 11:06:09 - INFO - __main__ - Step 610 Global step 610 Train loss 0.010518 on epoch=76
06/02/2022 11:06:14 - INFO - __main__ - Step 620 Global step 620 Train loss 0.002198 on epoch=77
06/02/2022 11:06:19 - INFO - __main__ - Step 630 Global step 630 Train loss 0.012287 on epoch=78
06/02/2022 11:06:24 - INFO - __main__ - Step 640 Global step 640 Train loss 0.001014 on epoch=79
06/02/2022 11:06:29 - INFO - __main__ - Step 650 Global step 650 Train loss 0.001553 on epoch=81
06/02/2022 11:06:30 - INFO - __main__ - Global step 650 Train loss 0.005514 Classification-F1 0.47107438016528924 on epoch=81
06/02/2022 11:06:35 - INFO - __main__ - Step 660 Global step 660 Train loss 0.001141 on epoch=82
06/02/2022 11:06:40 - INFO - __main__ - Step 670 Global step 670 Train loss 0.001008 on epoch=83
06/02/2022 11:06:45 - INFO - __main__ - Step 680 Global step 680 Train loss 0.000765 on epoch=84
06/02/2022 11:06:50 - INFO - __main__ - Step 690 Global step 690 Train loss 0.015907 on epoch=86
06/02/2022 11:06:55 - INFO - __main__ - Step 700 Global step 700 Train loss 0.184364 on epoch=87
06/02/2022 11:06:56 - INFO - __main__ - Global step 700 Train loss 0.040637 Classification-F1 0.47107438016528924 on epoch=87
06/02/2022 11:07:01 - INFO - __main__ - Step 710 Global step 710 Train loss 0.012281 on epoch=88
06/02/2022 11:07:06 - INFO - __main__ - Step 720 Global step 720 Train loss 0.008345 on epoch=89
06/02/2022 11:07:11 - INFO - __main__ - Step 730 Global step 730 Train loss 0.011982 on epoch=91
06/02/2022 11:07:16 - INFO - __main__ - Step 740 Global step 740 Train loss 0.014824 on epoch=92
06/02/2022 11:07:22 - INFO - __main__ - Step 750 Global step 750 Train loss 0.011226 on epoch=93
06/02/2022 11:07:22 - INFO - __main__ - Global step 750 Train loss 0.011732 Classification-F1 1.0 on epoch=93
06/02/2022 11:07:28 - INFO - __main__ - Step 760 Global step 760 Train loss 0.012034 on epoch=94
06/02/2022 11:07:33 - INFO - __main__ - Step 770 Global step 770 Train loss 0.016738 on epoch=96
