The Sterling Piano Company was a piano manufacturer in Derby Connecticut. The company was founded in 1873 by Charles A. Sterling as the Sterling Organ Company. Sterling had purchased the Birmingham Organ Company in 1871 and had $30000 to fund the company. The Sterling Organ Company began making pianos in 1885.	Company
UltraVision CLPL is a contact lens manufacturer with headquarters based in Leighton Buzzard Bedfordshire England. UltraVision CLPL also has a Research and Development office based in Cambridge England.	Company
Databank is a financial services provider and a brokerage ffirm with its headquarters in Accra Ghana. It provides corporate and public finance advisory services.	Company
Nighthawk Records was an American independent record label founded by Robert Schoenfeld who began operations in 1976 with the release of four vintage post-war blues reissue albums. This series consists of nine volumes of post-war blues recordings from Chicago Detroit Memphis and the Delta New Orleans and the Southwest.In 1979 Nighthawk expanded by launching the 200 series of blues productions with Mule an album by Henry Townsend.	Company
Black Balloon Publishing is an independent book publisher headquartered in New York City. The company was founded in 2010 by Elizabeth Koch co-founder of Literary Death Match and Leigh Newman deputy editor of Oprah.com. Black Balloon publishes literary fiction nonfiction and memoir and its titles have been featured in The New Yorker New York TIME Bon Appetit Esquire and NPR. Published authors include Paul Kwiatkowski Robert Perišić Bill Peters and Louise Krug.	Company
NEXON is a fully Hungarian privately held company developing payroll and HR management software and providing HR services. Approximately two thirds of the top 200 companies as well as the major Hungarian economic entities are served by NEXON: over one million employees’ salary is processed by means of NEXON applications.	Company
Drahtzug Stein (own spelling: DRAHTZUG STEIN) is an internationally operating consortium of ten companies consolidated in the holding company. The holding is based in Altleiningen in the Rhineland-Palatinate administrative district of Bad Dürkheim. The parent company is located in the Palatinate Forest.	Company
Azure Dynamics Corporation is incorporated under the laws of Alberta Canada having been spun out of BC Research Inc. Azure now is headquartered in Oak Park Michigan a suburb of Detroit.	Company
Actian is a global computer software company headquartered in California resulting from a long history of companies and acquisitions including Relational Technology Inc. Ingres Corporation Versant Pervasive and ParAccel.	Company
Breconshire Brewery is a brewery in Brecon in Powys Wales. The head brewer was Justin Buster Grant formerly of Brakspear Brewery.Named after the original 1841 Breconshire Brewery established by Mordecai Jones the new brewery since its establishment in 2002 has received numerous awards at Campaign for Real Ale (CAMRA) festivals and others. The brewery owns three pubs in Powys: two in Brecon and one in Llangynidr.	Company
