Malkaridae is a small spider family with ten species in four genera.	Animal
The Dahl's toad-headed turtle (Mesoclemmys dahli) is a species of turtle in the Chelidae family.It is endemic to Colombia.	Animal
The Tersa Sphinx (Xylophanes tersa) is a moth of the Sphingidae family. It is found from the United States (Massachusetts south to southern Florida west to Nebraska New Mexico and southern Arizona) through Mexico the West Indies and Central America and into parts of South America (including Bolivia Paraguay Argentina and Brazil). An occasional stray can be found as far north as Canada.The wingspan is 60–80 mm.	Animal
Cerithiopsidella antefilosa is a species of very small sea snails marine gastropod molluscs in the family Cerithiopsidae. It was described by Bartsch in 1911.	Animal
Eupithecia jacksoni is a moth in the Geometridae family. It is found in Kenya.	Animal
Cicindela trifasciata sigmoidea commonly called the mudflat tiger beetle is a species of tiger beetle.The specimen shown in the picture was raised in captivity in Pasadena California an inland city. Its parents were captured at the Mugu Naval Base marsh in Ventura California in 2003 (for a UCLA Masters thesis). This species of tiger beetle was found to be rare in 1982 by a study conducted by the Los Angeles County Natural History Museum.	Animal
Oecomys bicolor also known as the White-bellied Oecomys or Bicolored Arboreal Rice Rat is a species of rodent in the genus Oecomys of family Cricetidae. It has a wide distribution in Amazonia occurring in northwestern Brazil northern Bolivia eastern Peru eastern Ecuador eastern Colombia much of Venezuela Guyana Suriname and French Guiana and extends into eastern Panama but it may in fact contain more than one species.	Animal
Problepsis metallopictata is a moth of the Geometridae family. It is found on Ambon Island.	Animal
Aplatissa michaelis is a species of moths of the family Hepialidae. It is endemic to Brazil.	Animal
The Puff-backed Bulbul (Pycnonotus eutilotus) is a species of songbird in the Pycnonotidae family.It is found in Brunei Indonesia Malaysia Burma Singapore and Thailand.Its natural habitat is subtropical or tropical moist lowland forests.It is threatened by habitat loss.	Animal
Lypusa tokari is a moth of the Lypusidae family. It is found in Austria Hungary northern Italy Slovakia Bulgaria Albania and in Slovakia. The habitat consists of warm grassy dry sandy habitats mainly in oak tree forests or heath.It is virtually identical in appearance to Lypusa maurella but more robust and slightly larger. It is however easily distinguished by the genitalia in both sexes.	Animal
Diagondas is a genus of jumping spiders. Its only described species Diagondas viridiaureus is found in Brazil.	Animal
Ancylosis faustinella is a species of snout moths in the genus Ancylosis. It was described by Zeller in 1867 from Palestine but is also found on Malta and in Russia as well as on the Canary Islands in Algeria Tunisia Libya Morocco Egypt Saudi Arabia Yemen Bahrain Turkey Afghanistan Syria Iran Israel Jordan Lebanon Mongolia Pakistan Niger and Sudan.Adults are small with narrow ochreous yellow forewings. It has a white costal streak and two white transverse lines.	Animal
Coregonus baicalensis is a species of freshwater whitefish in the family Salmonidae. It is endemic to the Russian Federation's Lake Baikal where it is found on the bottom (demersal). The maximum length recorded for this species is 60 centimetres (24 in). The average length is a few centimetres above 50 centimetres (20 in). It is also known as the Baikal whitefish. It is frequently considered to be a subspecies of Coregonus lavaretus.	Animal
The Yellow Glassy Tiger (Parantica aspasia) is a butterfly found in Asia that belongs to the Crows and Tigers that is the Danaid group of the Brush-footed butterflies family.	Animal
Coleophora romieuxi is a moth of the Coleophoridae family. It is found in the Democratic Republic of Congo.	Animal
Nemadactylus is a genus of morwongs.	Animal
Coleophora isomoera is a moth of the Coleophoridae family. It is found in Spain and Morocco Turkey Uzbekistan Mongolia and China.	Animal
Bredana is a genus of jumping spiders that occurs in the USA.	Animal
Lestidiops is a genus of barracudinas.	Animal
Autocrates was an Ancient Athenian poet of the old comedy. One of his plays is mentioned by Suidas and Aelian. He also wrote several tragedies. The Autocrates quoted by Athenaeus seems to have been a different person.	Animal
Seguenzioidea is a superfamily of minute to medium-sized sea snails marine gastropod mollusks in the clade Vetigastropoda.	Animal
Cryptadia is a genus of snout moths. It was described by Turner in 1913 and is known from Australia. It contains the species C. xuthobela.	Animal
Daula is a genus of moths of the Noctuidae family.	Animal
The Glossosomatoidea are a superfamily of the class Insecta and order Trichoptera.	Animal
Elaphrus smaragdiceps is a species of ground beetle in the subfamily Elaphrinae. It was described by Semenov in 1889.	Animal
The Mahomet mouse (Mus mahomet) is a species of rodent in the family Muridae.It is found in Ethiopia Kenya and Uganda.Its natural habitats are subtropical or tropical moist montane forests and subtropical or tropical high-altitude shrubland.It is threatened by habitat loss.	Animal
Kurtziella perryae is a species of sea snail a marine gastropod mollusk in the family Mangeliidae.	Animal
Choanephora is a genus of Zygomycota fungi. Choanephora species are known as plant pathogens.	Animal
Titanoceros mirandalis is a species of snout moth. It is found in China.	Animal
The Blue Duke Bassarona durga is a species of nymphalid butterfly found in the Himalayas.	Animal
The Hawaiʻi ʻŌʻō (Moho nobilis) is a member of the extinct genus of the ʻŌʻōs (Moho) within the extinct family Mohoidae. It was previously regarded as member of the Australo-Pacific honeyeaters (Meliphagidae).	Animal
The pygmy rabbit (Brachylagus idahoensis) is a North American rabbit and is one of only two rabbit species in America to dig its own burrow. The pygmy rabbit differs significantly from species within either the Lepus (hare) or Sylvilagus (cottontail) genera and is generally considered to be within the monotypic genus Brachylagus. One isolated population the Columbia Basin Pygmy Rabbit is listed as an endangered species by the U.S.	Animal
Holoterpna is a genus of moth in the family Geometridae.	Animal
The Malabar gliding frog or Malabar flying frog (Rhacophorus malabaricus) is a moss frog species found in the Western Ghats of India.	Animal
Tachymenes is a small (3 species currently recognized) afrotropical genus of potter wasps restricted to Southern Africa.	Animal
The Germain's Swiftlet (Aerodramus germani) is a species of swift.It is found in China Indonesia Laos Malaysia Myanmar the Philippines Singapore Thailand and Vietnam. Its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical moist montane forests.	Animal
Sturisoma kneri is a species of armored catfish endemic to Venezuela where it occurs in the Lake Maracaibo drainage. This species grows to a length of 23.89 centimetres (9.41 in) SL.	Animal
Serpulorbis inopertus is a species of sea snail a marine gastropod mollusk in the family Vermetidae the worm snails or worm shells.	Animal
Argyresthia annettella is a moth of the Yponomeutidae family. It is found in North America including Ohio Ontario and Quebec.The wingspan is about 9 mm. The forewings are silvery white with a pale golden crookedfascia from the base of the costa to the basal third of the dorsal edge. There is a broad golden fascia on the middle of the wing. There is also an irregular inwardly curved golden fascia slightly furcate at the costal edge and at the apical third.	Animal
Asura carnea is a moth of the Arctiidae family. It is found in China.	Animal
Bullia natalensis the pleated plough shell is a species of sea snail a marine gastropod mollusk in the family Nassariidae the Nassa mud snails or dog whelks.	Animal
Thelycera is a genus of moth in the family Geometridae.	Animal
Buccinum hydrophanum is a species of sea snail a marine gastropod mollusk in the family Buccinidae the true whelks.	Animal
Pararguda is a genus of Moth in the family Lasiocampidae.	Animal
Wheeleria raphiodactyla is a moth of the Pterophoridae family. It is found in Portugal Spain and France.The wingspan is 22–24 millimetres (0.87–0.94 in).	Animal
Scopula crassipuncta is a moth of the Geometridae family. It is found in Angola.	Animal
Carposina engalactis is a moth in the Carposinidae family. It was described by Meyrick in 1932. It is found in Brazil.	Animal
Camptosomata are the case-bearing leaf beetles or camptosomates named for their habit of carrying a case of waste material as larvae. This group consists of two subfamilies of Chrysomelidae (leaf beetles): Lamprosomatinae and Cryptocephalinae (which include the former Chlamisinae and Clytrinae).Each case begins as a wrapping that the mother creates by laying plates of fecal material around each egg. She begins at one end of the egg and turns it with the addition of each plate.	Animal
The Black-headed Shrike-babbler (Pteruthius rufiventer) is a bird species traditionally placed with the Old World babblers in the family Timaliidae. However it might be one of the few Eurasian vireos (Vireonidae).It is found in India Bhutan Tibet Myanmar Nepal and Vietnam. Its natural habitat is subtropical or tropical moist montane forests.	Animal
Netechma labyrinthica is a species of moth of the Tortricidae family. It is found in Ecuador (Tungurahua Province).	Animal
Atelopus quimbaya is a species of toad in the Bufonidae family.It is endemic to Colombia.Its natural habitats are subtropical or tropical moist montane forests and rivers.	Animal
Eulima compsa is a species of sea snail a marine gastropod mollusk in the family Eulimidae. The species is one of multiple known species to exist within the genus Eulima.	Animal
Statherotis is a genus of moths belonging to the subfamily Olethreutinae of the family Tortricidae.	Animal
