question_title: Iran Fiasco- can U guess what next? [SEP] question_content: The president of iran allowed females to go to the stadium with their faces and body covered, suddenly there are furore over the announcement. One group wants total ban on it. What are they treating their females- slaves-stones...Does the president think that he is the Holiest interpreters of Islaam. your comments please [SEP] best_answer: He probably considers himself a descendant of Ali since he is the head of a theocratic Islamic state.  As such, what he says goes.  I believe it's a major difference between Shi'i and Sunni Islam, with the Sunni being less apt to allow their political leaders to determine their mode of expressing their faith.  Islam is a religion of orthopraxy and not orthodoxy.  In such religions, one places more weight on what they do everyday than they do in other religions.  Leaders are expected to perscribe what rules of behavior are to be followed by the people of their countries.	Politics & Government
question_title: a question about the spud gun? [SEP] question_content: what are the factors that affect the efficiency of a spud gun? [SEP] best_answer: Power of the gun to project the spud, density of the pellet and lack of friction to emit the pellet	Politics & Government
question_title: Some1 who is smart in the ways of politics and law? [SEP] question_content: How many kinds of juries are there in Minnesota?\n\nIf Minnesota has the grand jury system, what majority is required for an indictment?\n\nHow many members of a petit jury must agree for a verdict in Minnesota? [SEP] best_answer: I'm not sure about your first question.\n\nThe grand jury has to agree 100%  otherwise it would be considered a hung-jury and either sent to a higher court or considered a mistrial.	Politics & Government
question_title: who framed roger rabbit ? [SEP] question_content:  [SEP] best_answer: the hunter... with the dog help...	Politics & Government
question_title: Will Bush use nukes against Iran? [SEP] question_content:  [SEP] best_answer: i hope we need to turn the whole middle east into a big green glass parking-lot	Politics & Government
question_title: Kissinger's comments on Iraq....you agree? [SEP] question_content: No way to "win"\n\nwill eventually split into 3 parts\n\nneed international forces there\n\nCan't leave for awhile....need it to be more stabilized otherwise it will collapse and we will have a bigger problem. [SEP] best_answer: It never should have been made a country in the manner it is anyway. It shold have been three separate countries to begin with. Unfortunately the British just drew country lines to suit the oil companies. Oh well.\n It will be difficult to split as the oil is not throughout the whole country. It will be interesting to see how this ends though.	Politics & Government
question_title: How does one become an Honorary Consul? [SEP] question_content: What are the procedures and requirements for an American citizen to become an Honorary Consul? [SEP] best_answer: Having been an honorary consul I can tell you that depending on the duties it is very simple indeed.  State Department regulations are not applicable to honorary consuls as they have no official diplomatic status, therefore no diplomatic immunity or need to present formal credentials.  Most of their duties are merely ceremonial, cultural or social and are totally volunteer.  They are not supposed to have a staff nor are they supposed to be paid for their duties.  A major difference of an honorary consul versus a consul general is of nationality.  An honorary consul is usually of the nationality of the host nation not the represented one.  To be selected an honorary consul requires the nation making the honorary consul to nominate the person through the embassy of the host nation who send on the notice to the State Department which merely records it.  To be made an honorary consul is a great honor but a tremendous amount of work.  You need to be nominated from the country and they must not have a registered Consulate in the city where you would be an honorary consul for obvious reasons.  You would need to contact the embassy of the nation you wish to represent, offer your services to HE, the Ambassador, and see if they wish to nominate you.  They will then send your request onto their Foreign Office who will ask their respective executive branch of government for a decision.  Then they will send the decision back to thei embassy who will contact you.  Good luck!	Politics & Government
question_title: How do I get a copy of my birth certificate. I was born american, in Morocco Africa.? [SEP] question_content: BORN IN MOROCCO IN 65, ON A MILITARY BASE THAT IS CLOSED. MILITARY HAS NO RECORD - BUT PARENTS, HAVE HAD A COPY MADE BEFORE. THEY ARE NO LONGER ABLE TO HELP ME [SEP] best_answer: Were your parents working on base or American Military. If not in military, you would not be a citizen. Try the American Embassy. They can usually find paperwork on all foreign born citizens.	Politics & Government
question_title: Would Al Gore have made a better president than bush? [SEP] question_content: Where would our country be if Gore had won the election in 2000... [SEP] best_answer: Yes!There were so many lies spread about him from the right.Saying he was going to take away our right to keep and bare arms, and it was another g.o.p. lie.Right now we're 8 trillion in debt and climbing.We had 400 billion when bush came into power.Freedom is a diminishing word,our name is compared to iran with other countries of the world.This country is going down the tubes in 6 years time.This Nov. we need to have the voting done ON PAPER SO THERE IS A TRAIL!Canada,France,Germany and other countries do it and there is no problem with people STEALING ELECTIONS!!We have the united nations supervise elections in other countries why don't we have them supervise ours?	Politics & Government
question_title: NEOCON LOVE, Is it true about Bush and Condi? [SEP] question_content:  [SEP] best_answer: I hope they make a movie a la Pamela and Tommy Lee.  That would be cool.	Politics & Government
