,task,entry,dev_performance,test_performance
0,ai2_arc,ai2_arc_32_100,0.3125,0.2508361204013378
1,ai2_arc,ai2_arc_32_13,0.375,0.2709030100334448
2,ai2_arc,ai2_arc_32_21,0.4375,0.2006688963210702
3,ai2_arc,ai2_arc_32_42,0.40625,0.177257525083612
4,ai2_arc,ai2_arc_32_87,0.3125,0.2240802675585284
5,ai2_arc,mean,0.36875,0.22474916387959865
6,ai2_arc,std,0.049999999999999996,0.03360496772463003
7,,,,
8,codah,codah_32_100,0.3061224489795918,0.1762736535662299
9,codah,codah_32_13,0.2307692307692307,0.1664860960635608
10,codah,codah_32_21,0.2307692307692307,0.1579694710685125
11,codah,codah_32_42,0.3333333333333333,0.1413194444444444
12,codah,codah_32_87,0.2549019607843137,0.1842582517228871
13,codah,mean,0.27117924092714,0.16526138337312693
14,codah,std,0.041509147624607425,0.01489992917970475
15,,,,
16,cosmos_qa,cosmos_qa_32_100,0.34375,0.249
17,cosmos_qa,cosmos_qa_32_13,0.25,0.222
18,cosmos_qa,cosmos_qa_32_21,0.34375,0.222
19,cosmos_qa,cosmos_qa_32_42,0.46875,0.297
20,cosmos_qa,cosmos_qa_32_87,0.3125,0.286
21,cosmos_qa,mean,0.34375,0.2552
22,cosmos_qa,std,0.07126096406869613,0.03142864935055274
23,,,,
24,dream,dream_32_100,0.46875,0.299
25,dream,dream_32_13,0.375,0.307
26,dream,dream_32_21,0.46875,0.326
27,dream,dream_32_42,0.40625,0.309
28,dream,dream_32_87,0.375,0.338
29,dream,mean,0.41875,0.31579999999999997
30,dream,std,0.042389562394532926,0.014161920773680396
31,,,,
32,hellaswag,hellaswag_32_100,0.40625,0.249
33,hellaswag,hellaswag_32_13,0.4375,0.267
34,hellaswag,hellaswag_32_21,0.3125,0.252
35,hellaswag,hellaswag_32_42,0.4375,0.262
36,hellaswag,hellaswag_32_87,0.4375,0.245
37,hellaswag,mean,0.40625,0.255
38,hellaswag,std,0.04841229182759271,0.008221921916437794
39,,,,
40,openbookqa,openbookqa_32_100,0.375,0.3
41,openbookqa,openbookqa_32_13,0.5,0.262
42,openbookqa,openbookqa_32_21,0.4375,0.262
43,openbookqa,openbookqa_32_42,0.375,0.272
44,openbookqa,openbookqa_32_87,0.46875,0.278
45,openbookqa,mean,0.43125,0.27480000000000004
46,openbookqa,std,0.049999999999999996,0.01400571312000927
47,,,,
48,qasc,qasc_32_100,0.25,0.1144708423326133
49,qasc,qasc_32_13,0.28125,0.1036717062634989
50,qasc,qasc_32_21,0.3125,0.1263498920086393
51,qasc,qasc_32_42,0.25,0.1155507559395248
52,qasc,qasc_32_87,0.1875,0.1306695464362851
53,qasc,mean,0.25625,0.11814254859611228
54,qasc,std,0.0414578098794425,0.009527751619919136
55,,,,
56,quail,quail_32_100,0.3125,0.26
57,quail,quail_32_13,0.375,0.275
58,quail,quail_32_21,0.3125,0.234
59,quail,quail_32_42,0.46875,0.262
60,quail,quail_32_87,0.59375,0.285
61,quail,mean,0.4125,0.2632
62,quail,std,0.10716517624676404,0.01719767426136452
63,,,,
64,sciq,sciq_32_100,0.84375,0.7542277339346111
65,sciq,sciq_32_13,0.90625,0.8049605411499436
66,sciq,sciq_32_21,0.9375,0.85456595264938
67,sciq,sciq_32_42,0.90625,0.8072153325817362
68,sciq,sciq_32_87,0.96875,0.8523111612175873
69,sciq,mean,0.9125,0.8146561443066517
70,sciq,std,0.0414578098794425,0.0369097718234776
71,,,,
72,superglue-copa,superglue-copa_32_100,0.625,0.45
73,superglue-copa,superglue-copa_32_13,0.71875,0.55
74,superglue-copa,superglue-copa_32_21,0.5625,0.48
75,superglue-copa,superglue-copa_32_42,0.59375,0.53
76,superglue-copa,superglue-copa_32_87,0.625,0.52
77,superglue-copa,mean,0.625,0.506
78,superglue-copa,std,0.05229125165837972,0.03611094017053559
79,,,,
80,swag,swag_32_100,0.40625,0.221
81,swag,swag_32_13,0.40625,0.249
82,swag,swag_32_21,0.46875,0.267
83,swag,swag_32_42,0.5,0.272
84,swag,swag_32_87,0.40625,0.258
85,swag,mean,0.4375,0.25339999999999996
86,swag,std,0.03952847075210474,0.01800666543255581
87,,,,
88,wino_grande,wino_grande_32_100,0.65625,0.511
89,wino_grande,wino_grande_32_13,0.6875,0.491
90,wino_grande,wino_grande_32_21,0.6875,0.499
91,wino_grande,wino_grande_32_42,0.8125,0.481
92,wino_grande,wino_grande_32_87,0.625,0.51
93,wino_grande,mean,0.69375,0.4984
94,wino_grande,std,0.06373774391990981,0.011412274094149693
95,,,,
96,wiqa,wiqa_32_100,0.53125,0.349
97,wiqa,wiqa_32_13,0.53125,0.348
98,wiqa,wiqa_32_21,0.5,0.371
99,wiqa,wiqa_32_42,0.4375,0.37
100,wiqa,wiqa_32_87,0.53125,0.392
101,wiqa,mean,0.50625,0.366
102,wiqa,std,0.03644344934278313,0.016309506430300106
103,,,,
