What does she have to take before she begins practical training? [SEP] W: Dr. Steven, I am thinking about changing my major before the end of the freshman year. M: What are you studying now? W: I am taking three genera] requirements and American history and American literature this. semester. Last semester I took four requirements and freshman French. M: I believe it's not too late to change your major because you've mainly taken general requirements which all freshmen have to take. Also we have twelve electives so the mo lit courses will be included in them, so you can change your major without losing any credit hours. W: I am very happy to know I am still able to change my major. I am interested in writing newspaper articles, and after finishing my degree I would like to work for some newspaper firm. M: Oh, I think you will be a good writer. W: Dr. Steven, when do students start practical training? M: They don't begin practical training in reporting until the sophomore year. Journalism 121 normally is taken in the freshman year as a general background course. W: I see. I will take the course next semester. Thank you very much for your help. M: You're welcome. I look forward to seeing you in my department. [SEP]  (A) English sociology. (B) Journalism 121. (C) Freshman French.	Journalism 121.
Which skirt does the man want to buy? [SEP] W: The red skirt is fifty-five yuan, the brown one fifty yuan, and the green one thirty-eight yuan. Which one do you want? M: Hm, hm... I think I'd like the cheapest one. [SEP]  (A) The red one. (B) The green one. (C) The brown one.	The green one.
How much should the man pay in total? [SEP] M: Excuse me, how much does an ice cream cost? W: Two yuan. And how many do you want? M: Two, please. W: Anything else you want to buy? M: Oh, yes, I still want some bread. A piece of bread, please. W: Here you are. 1.5 yuan a piece. M: By the way, do you have any fruit here, such as apples or oranges? W: I'm sorry we haven't got any. M: All right. Here's the money for you. W: Thank you. [SEP]  (A) 1.5 yuan. (B) 2 yuan (C) 5.5 yuan	5.5 yuan
Where does the conversation take place? [SEP] W: Hi, Dave. Nice of you to take the trouble to get here. Come in. M: Wow. Looks as if the party is going strong. W: Yeah. And they're eating all my food. Oh, I'd like you to meet my sister, Carol. She's visiting for the weekend. M: Oh. Which one is she? W: She's sitting on the sofa over there. M: You mean the woman with long black hair? W: That's right. Let me introduce her to you. You're very similar people, both so friendly and adventurous. M: And who's the man sitting next to her? Uh, the man wearing the jacket. W: Oh, that's Bob, my ballet teacher. M: Ballet teacher! I never knew you were into ballet. W: I started about two months ago. Come on. I'd like you to meet them. M: I'm coming. [SEP]  (A) In a restaurant. (B) At the woman's home. (C) In a ballet center.	At the woman's home.
What is the benefit of volunteering? [SEP] M: Hi, would you like some free candies? W: Sure. What are you handing these out for? M: Well, we're trying to gather some volunteers for the day care center. W: Uh... M: It's OK. You don't have to volunteer if you eat the candies. W: I'm just playing around. Actually, I have some free time in the mornings after I go jogging. What exactly do you need? M: It's wide open right now, everything from playground assistants to diaper changers. W: Oh, I might pass on the latter. But spending some time on the playground with some small kids might be fun. M: Well, you're quite warm-hearted. I haven't even mentioned the benefits but you're volunteering. W: Oh, well, what are the benefits? M: Well, since you said you'd be likely to take a morning shift, there would be a free breakfast personally prepared by the cook. W: Great! [SEP]  (A) The woman will get a good payment. (B) The woman will be able to play with the children. (C) The woman will get a free breakfast.	The woman will get a free breakfast.
When did they have a test? [SEP] W: I'm not looking forward to the English lesson tomorrow. M: Why not? W: Because the teacher has said that we're going to have a quiz. M: But you had a test week, didn't you? W: Yes, we did. That's why I don't want another one tomorrow, [SEP]  (A) Yesterday. (B) Last week. (C) Two weeks ago.	Last week.
What do many pubs provide for children? [SEP] M: What are pubs? W: Pubs in England are friendly and warm places where you can have a drink and usually a simple meal. M: What kind of drinks do people get? W: You can get wine and beer in most pubs. Many also serve coffee. You go to the counter to order and pay for your drinks. M: When do people go to the pubs? W: Pubs are not open all day. They can decide when to open. Most are open for 3 or 4 hours at lunchtime and again from about 6:00 p.m. to 11:00 p.m. In busy areas, pubs may stay open from 11:00 a.m. to 11:00 p.m. Are there pubs in China? M: Yes. Most of the customers are young people. They like to hang out with their friends after work and have fun. W: It is against the law in England to go into a pub if you are under the age of l4. So many pubs provide a special room for children. [SEP]  (A) A special drink. (B) A special room. (C) Special music.	A special room.
Who could the man speaker most probably be? [SEP] M: Now, Mrs. Franks, I just like to read your statement back to you, and then you can write your name on it. W: Fine. M: I was standing in front of the Second National Bank building at about 8:50 am, I saw a small red car heading for the cross roads of Churchill Avenue, and York Road, it was coming towards me along Churchill Avenue at about 40 miles per hour. The traffic lights on York Road changed to green, and a delivery lorry began to move forward at about 5 miles per hour. The driver of the car probably didn't see that his traffic light has changed from orange to red, and ran into the side of the lorry. W: That's correct. [SEP]  (A) A person who saw the accident. (B) The driver of the lorry. (C) A police officer.	A police officer.
Who has a more developed culture according to the speaker? [SEP] M: Mary, have you ever wondered why some cultures have more proverbs than others? For example, the Mayans, the Incas, and the North American Indian tribes seem to have fewer proverbs than cultures like, the Arabians, and the Chinese. I wonder why this is. W: What would you say about our ... our own culture? Would you say we're a culture that's rich in proverbs or one that lacks proverbs? M: I think we, we have a rich heritage of proverbs - the Benjamin Franklin maxims, proverbs, wise sayings have been handed down to us. W: Well, I think the fact that we're no longer creating proverbs today maybe says something ... maybe perhaps explains to some extent why proverbs in certain cultures were not as extended or extensive as in other cultures. M: Mm, hmm. That's true. I wonder why we are not creating as many proverbs as we did in 1700s and 1800s. I agree with you. I don't think there are nearly as many. I can't think of any. I'm sure there are some, but I wonder why this is so. W: Yeah, well, I think we all know a great many proverbs. If we sit down, we can think of some that we can ... we can list. But we don't seem to use them to explain things. We find many times that they're used too much and too simple - too general. Today we're much more sophisticated, you might say, and analytical, and therefore we don't use proverbs to explain things the way, say, our grandfathers and parents did. M: Life is too complicated now to just quote a simple proverb to take care of things. W: Right, and maybe to some extent that's why the North American Indians and the Mayans among others don't have as many proverbs. At least there's no record of as many proverbs. Since their own culture ... their traditions were highly eroded and they were wiped out during this era of change. M: Well, that's interesting. [SEP]  (A) Mayans. (B) Arabians. (C) North American Indians.	Arabians.
Where did the woman have her dinner? [SEP] M: Did you finish typing that report? W: Yes, I did, but I worked late. M: But it must be a long report, I guess. W: Exactly. Twelve pages. I spent three hours on it. M: By the way, what time did you go home? W: I left the office at nine o'clock. I got home at ten. M: What did have for dinner? W: I sent out for a sandwich and ate at my desk. [SEP]  (A) In a restaurant. (B) In her office. (C) At home.	In her office.
