Someone climbs over a railing and helps someone climb over. They (A) , someone, who's sitting on the large bench, hat in hand. (B) sit upon one knee at the base of the tram as he climbs up on the set. (C) drop onto the deck below. (D) drops the blinds as they pass the assassination station, where someone stands now wearing a square cigar and watching from a doorway.	drop onto the deck below.
Two people are seen performing tango moves slowly while text appears on the screen. The woman then (A) does a martial arts dance routine. (B) leads the couple performing flips moving back and fourth that leads into several people watching speaking. (C) resumes as the camera pans all along the person's legs afterwards. (D) moves around the desk and leads into her exercises.	resumes as the camera pans all along the person's legs afterwards.
A lady is feeding a baby ice cream in a car. The lady (A) plays a park toy. (B) places something in the sink. (C) puts one lid on the glass. (D) eats the ice cream cone.	eats the ice cream cone.
Someone leans down, placing his head on his mother's shoulder. A soldier (A) stands near the door of her hospital bath. (B) opens the front door, revealing the bright moon of the sun. (C) is manning a gun from inside the helicopter. (D) measures someone's throat.	is manning a gun from inside the helicopter.
Several contestants are on a stage standing behind a podium made to look like a Rubik cube. A boy then (A) begins to instruct the bow and holds a pose while holding the hoop. (B) introduces the group of rowing many more times while the camera zooms in on them. (C) places a blind fold on his forehead as a man stand to his left examining his every move. (D) walks up and down various beats on the belly button.	places a blind fold on his forehead as a man stand to his left examining his every move.
Shaking his head, someone returns to his back, his hand pressed to his son's cheek. Someone (A) pats someone's hand. (B) comes out and studies someone with terrified eyes. (C) rests again on the other side of the stairs. (D) presses his hand to the end tap.	pats someone's hand.
She looks off in another direction, slightly behind the office, and sees. A path from the motel office (A) leads directly up to this house. (B) has the door to the lieutenant's office. (C) is stuck, extremely middle - aged. (D) is full of glass - black and furnishings.	leads directly up to this house.
Now at forward base, someone lugs a rebreather pack ashore as someone and someone come out of the water. Sitting on the rock, the monitor (A) replays someone struggles with someone. (B) shows a narrow hole leading into a cave with its crude village. (C) starts to stretch with 18 carves through it, showing candles and blowing fireballs. (D) shows the bald smiling man's hideous peering figures made floating dust.	replays someone struggles with someone.
A child is seen standing at the bottom of a large slide. Two people afterwards (A) are seen coming down the slide. (B) are seen seated inside the exercise machine and leads into the children riding around the slide. (C) shows clips of the children going down the hill into a tube. (D) run around a set of uneven bars, while the camera pans around the movements.	are seen coming down the slide.
He approaches the car and opens the door for someone. Someone (A) turns her back to each passengers on the curb. (B) crosses back, revealing them both. (C) stops, turning to face her, who pats her back. (D) goes into someone's apartment and approaches the owner.	turns her back to each passengers on the curb.
The unit freezes and a digital timer flashes zero. A fiery explosion (A) explodes, destroying the tiny body of glass juice. (B) glow at the bottom. (C) flips the van upside down. (D) quickly cuts its pistons and fades.	flips the van upside down.
As the detective descends, someone reaches into his pocket and pulls out a pack of gum. He (A) holds it out to someone. (B) takes a telephone lens and taps it with his right claw finger. (C) scrambles forward in the shower and screams as he begins to sink in his direction. (D) grabs the cable wrapped around the handlebars, crosses the room, unlocks his garage door and comes out.	holds it out to someone.
She is brushing very fast and vigorously. She (A) continues washing next class with people and helping them workout. (B) is brushing her upper and lower teeth. (C) continues to surf down while the others follow. (D) is pushed back and forth by her commentary, but is now making matters worse.	is brushing her upper and lower teeth.
The guy lassoes the cattle and gets off his horse to tie up the cattle's legs. Two men (A) join the boy and caught the ball to the team to get in the tubes. (B) pull down the rest while under the green grassy field. (C) stand and watch the calf and calf and ride away. (D) bring the devil back in the horse while the guide runs around to the crowd until the crowd cheers.	pull down the rest while under the green grassy field.
Someone looks at his phone a message from someone reads, You're placed in 30?. He and someone (A) grab down a pickup cart on the skateboard. (B) watch anxiously as they play a game of shrimp spots high five. (C) get to their feet. (D) fall into bed outside.	get to their feet.
A man jumps a ramp and falls to the ground. We (A) see the boys standing in the parking lot and are shown their names. (B) see up the skipping rope bouncing side by side, and bump and jump. (C) see a person riding down on the wet mat. (D) see a white truck full.	see the boys standing in the parking lot and are shown their names.
Meanwhile, someone sprints into the house. Someone (A) starts to get him, knocking him out from behind the car. (B) joins a family in the cell. (C) rushes up the stairs. (D) trots back through the archway and steps towards the waiting cab.	rushes up the stairs.
