05/21/2022 21:29:04 - INFO - __main__ - Namespace(task_dir='data_64/ethos-race/', task_name='ethos-race', identifier='T5-large-ft-cls2cls-down64shot', train_file='data', dev_file='data', test_file='data', dataset='nlp_forest_single', output_dir='models/T5-large-ft-cls2cls-down64shot/singletask-ethos-race', do_train=True, do_predict=True, predict_checkpoint='best-model.pt', checkpoint='None', do_lowercase=False, freeze_embeds=False, max_input_length=512, max_output_length=128, num_beams=4, append_another_bos=False, train_batch_size=4, predict_batch_size=32, learning_rate=3e-05, weight_decay=1e-05, adam_epsilon=1e-08, max_grad_norm=1.0, gradient_accumulation_steps=1, num_train_epochs=300.0, warmup_steps=50, total_steps=1000, wait_step=10000000000, quiet=False, eval_period=50, prefix='', debug=False, seed=42, learning_rate_list=[0.0005, 0.0003, 0.0002, 0.0001], bsz_list=[8], cache_dir='/export/share/sjoty/continual-learning/cache/', local_rank=1, log_step=10, model='google/t5-v1_1-large', cuda='2,3')
05/21/2022 21:29:04 - INFO - __main__ - models/T5-large-ft-cls2cls-down64shot/singletask-ethos-race
05/21/2022 21:29:04 - INFO - __main__ - Namespace(task_dir='data_64/ethos-race/', task_name='ethos-race', identifier='T5-large-ft-cls2cls-down64shot', train_file='data', dev_file='data', test_file='data', dataset='nlp_forest_single', output_dir='models/T5-large-ft-cls2cls-down64shot/singletask-ethos-race', do_train=True, do_predict=True, predict_checkpoint='best-model.pt', checkpoint='None', do_lowercase=False, freeze_embeds=False, max_input_length=512, max_output_length=128, num_beams=4, append_another_bos=False, train_batch_size=4, predict_batch_size=32, learning_rate=3e-05, weight_decay=1e-05, adam_epsilon=1e-08, max_grad_norm=1.0, gradient_accumulation_steps=1, num_train_epochs=300.0, warmup_steps=50, total_steps=1000, wait_step=10000000000, quiet=False, eval_period=50, prefix='', debug=False, seed=42, learning_rate_list=[0.0005, 0.0003, 0.0002, 0.0001], bsz_list=[8], cache_dir='/export/share/sjoty/continual-learning/cache/', local_rank=0, log_step=10, model='google/t5-v1_1-large', cuda='2,3')
05/21/2022 21:29:04 - INFO - __main__ - models/T5-large-ft-cls2cls-down64shot/singletask-ethos-race
05/21/2022 21:29:06 - INFO - root - Added key: store_based_barrier_key:1 to store for rank: 1
05/21/2022 21:29:06 - INFO - root - Added key: store_based_barrier_key:1 to store for rank: 0
05/21/2022 21:29:06 - INFO - __main__ - args.device: cuda:0
05/21/2022 21:29:06 - INFO - __main__ - Using 2 gpus
05/21/2022 21:29:06 - INFO - __main__ - args.device: cuda:1
05/21/2022 21:29:06 - INFO - __main__ - Using 2 gpus
05/21/2022 21:29:06 - INFO - __main__ - Fine-tuning the following samples: ['ethos-race_64_100', 'ethos-race_64_13', 'ethos-race_64_21', 'ethos-race_64_42', 'ethos-race_64_87']
05/21/2022 21:29:06 - INFO - __main__ - Fine-tuning the following samples: ['ethos-race_64_100', 'ethos-race_64_13', 'ethos-race_64_21', 'ethos-race_64_42', 'ethos-race_64_87']
05/21/2022 21:29:11 - INFO - __main__ - Running ... prefix=ethos-race_64_100, lr=0.0005, bsz=8 ...
06/03/2022 03:42:11 - INFO - __main__ - Namespace(task_dir='data_64/ethos-race/', task_name='ethos-race', identifier='T5-large-ft-cls2cls-down64shot', train_file='data', dev_file='data', test_file='data', dataset='nlp_forest_single', output_dir='models/T5-large-ft-cls2cls-down64shot/singletask-ethos-race', do_train=True, do_predict=True, predict_checkpoint='best-model.pt', checkpoint='None', do_lowercase=False, freeze_embeds=False, max_input_length=512, max_output_length=128, num_beams=4, append_another_bos=False, train_batch_size=4, predict_batch_size=32, learning_rate=3e-05, weight_decay=1e-05, adam_epsilon=1e-08, max_grad_norm=1.0, gradient_accumulation_steps=1, num_train_epochs=300.0, warmup_steps=50, total_steps=1000, wait_step=10000000000, quiet=False, eval_period=50, prefix='', debug=False, seed=42, learning_rate_list=[0.0005, 0.0003, 0.0002, 0.0001], bsz_list=[8], cache_dir='/export/share/sjoty/continual-learning/cache/', local_rank=1, log_step=10, model='google/t5-v1_1-large', cuda='2,3')
06/03/2022 03:42:11 - INFO - __main__ - models/T5-large-ft-cls2cls-down64shot/singletask-ethos-race
06/03/2022 03:42:11 - INFO - __main__ - Namespace(task_dir='data_64/ethos-race/', task_name='ethos-race', identifier='T5-large-ft-cls2cls-down64shot', train_file='data', dev_file='data', test_file='data', dataset='nlp_forest_single', output_dir='models/T5-large-ft-cls2cls-down64shot/singletask-ethos-race', do_train=True, do_predict=True, predict_checkpoint='best-model.pt', checkpoint='None', do_lowercase=False, freeze_embeds=False, max_input_length=512, max_output_length=128, num_beams=4, append_another_bos=False, train_batch_size=4, predict_batch_size=32, learning_rate=3e-05, weight_decay=1e-05, adam_epsilon=1e-08, max_grad_norm=1.0, gradient_accumulation_steps=1, num_train_epochs=300.0, warmup_steps=50, total_steps=1000, wait_step=10000000000, quiet=False, eval_period=50, prefix='', debug=False, seed=42, learning_rate_list=[0.0005, 0.0003, 0.0002, 0.0001], bsz_list=[8], cache_dir='/export/share/sjoty/continual-learning/cache/', local_rank=0, log_step=10, model='google/t5-v1_1-large', cuda='2,3')
06/03/2022 03:42:11 - INFO - __main__ - models/T5-large-ft-cls2cls-down64shot/singletask-ethos-race
06/03/2022 03:42:13 - INFO - root - Added key: store_based_barrier_key:1 to store for rank: 1
06/03/2022 03:42:13 - INFO - root - Added key: store_based_barrier_key:1 to store for rank: 0
06/03/2022 03:42:13 - INFO - __main__ - args.device: cuda:0
06/03/2022 03:42:13 - INFO - __main__ - args.device: cuda:1
06/03/2022 03:42:13 - INFO - __main__ - Using 2 gpus
06/03/2022 03:42:13 - INFO - __main__ - Using 2 gpus
06/03/2022 03:42:13 - INFO - __main__ - Fine-tuning the following samples: ['ethos-race_64_100', 'ethos-race_64_13', 'ethos-race_64_21', 'ethos-race_64_42', 'ethos-race_64_87']
06/03/2022 03:42:13 - INFO - __main__ - Fine-tuning the following samples: ['ethos-race_64_100', 'ethos-race_64_13', 'ethos-race_64_21', 'ethos-race_64_42', 'ethos-race_64_87']
06/03/2022 03:42:17 - INFO - __main__ - Running ... prefix=ethos-race_64_100, lr=0.0005, bsz=8 ...
06/03/2022 03:42:18 - INFO - __main__ - Start tokenizing ... 124 instances
06/03/2022 03:42:18 - INFO - __main__ - Printing 3 examples
06/03/2022 03:42:18 - INFO - __main__ -  [ethos-race] If I were your dad, I'd Google "Abortions at 30 years old mentally handicapped”.
06/03/2022 03:42:18 - INFO - __main__ - ['false']
06/03/2022 03:42:18 - INFO - __main__ -  [ethos-race] I liked macklemore,  not anymore , gays should fucking die motherfuckers cocksukers
06/03/2022 03:42:18 - INFO - __main__ - ['false']
06/03/2022 03:42:18 - INFO - __main__ -  [ethos-race] an Asian Moe Howard piece of shit
06/03/2022 03:42:18 - INFO - __main__ - ['false']
06/03/2022 03:42:18 - INFO - __main__ - Tokenizing Input ...
06/03/2022 03:42:18 - INFO - __main__ - Tokenizing Output ...
06/03/2022 03:42:18 - INFO - __main__ - Start tokenizing ... 124 instances
06/03/2022 03:42:18 - INFO - __main__ - Printing 3 examples
06/03/2022 03:42:18 - INFO - __main__ -  [ethos-race] If I were your dad, I'd Google "Abortions at 30 years old mentally handicapped”.
06/03/2022 03:42:18 - INFO - __main__ - ['false']
06/03/2022 03:42:18 - INFO - __main__ -  [ethos-race] I liked macklemore,  not anymore , gays should fucking die motherfuckers cocksukers
06/03/2022 03:42:18 - INFO - __main__ - ['false']
06/03/2022 03:42:18 - INFO - __main__ -  [ethos-race] an Asian Moe Howard piece of shit
06/03/2022 03:42:18 - INFO - __main__ - ['false']
06/03/2022 03:42:18 - INFO - __main__ - Tokenizing Input ...
06/03/2022 03:42:18 - INFO - __main__ - Tokenizing Output ...
06/03/2022 03:42:18 - INFO - __main__ - Loaded 124 examples from train data
06/03/2022 03:42:18 - INFO - __main__ - Start tokenizing ... 64 instances
06/03/2022 03:42:18 - INFO - __main__ - Printing 3 examples
06/03/2022 03:42:18 - INFO - __main__ -  [ethos-race] Humans with third leg I hope to distinct soon, with much love
06/03/2022 03:42:18 - INFO - __main__ - ['false']
06/03/2022 03:42:18 - INFO - __main__ -  [ethos-race] Time to nuke China or Unleash a plague.
06/03/2022 03:42:18 - INFO - __main__ - ['false']
06/03/2022 03:42:18 - INFO - __main__ -  [ethos-race] You should be so meaner to dyslexic people.
06/03/2022 03:42:18 - INFO - __main__ - ['false']
06/03/2022 03:42:18 - INFO - __main__ - Tokenizing Input ...
06/03/2022 03:42:18 - INFO - __main__ - Tokenizing Output ...
06/03/2022 03:42:18 - INFO - __main__ - Loaded 124 examples from train data
06/03/2022 03:42:18 - INFO - __main__ - Start tokenizing ... 64 instances
06/03/2022 03:42:18 - INFO - __main__ - Printing 3 examples
06/03/2022 03:42:18 - INFO - __main__ -  [ethos-race] Humans with third leg I hope to distinct soon, with much love
06/03/2022 03:42:18 - INFO - __main__ - ['false']
06/03/2022 03:42:18 - INFO - __main__ -  [ethos-race] Time to nuke China or Unleash a plague.
06/03/2022 03:42:18 - INFO - __main__ - ['false']
06/03/2022 03:42:18 - INFO - __main__ -  [ethos-race] You should be so meaner to dyslexic people.
06/03/2022 03:42:18 - INFO - __main__ - ['false']
06/03/2022 03:42:18 - INFO - __main__ - Tokenizing Input ...
06/03/2022 03:42:18 - INFO - __main__ - Loaded 64 examples from dev data
06/03/2022 03:42:19 - INFO - __main__ - Tokenizing Output ...
06/03/2022 03:42:19 - INFO - __main__ - Loaded 64 examples from dev data
06/03/2022 03:42:32 - INFO - root - ShardedDDP bucket size: 8.00M parameters, model size 746.87M parameters
06/03/2022 03:42:32 - INFO - __main__ - Starting training!
06/03/2022 03:42:32 - INFO - root - ShardedDDP bucket size: 8.00M parameters, model size 746.87M parameters
06/03/2022 03:42:32 - INFO - __main__ - Starting training!
06/03/2022 03:42:37 - INFO - __main__ - Step 10 Global step 10 Train loss 23.543854 on epoch=1
06/03/2022 03:42:42 - INFO - __main__ - Step 20 Global step 20 Train loss 19.004707 on epoch=2
06/03/2022 03:42:47 - INFO - __main__ - Step 30 Global step 30 Train loss 16.279520 on epoch=3
06/03/2022 03:42:52 - INFO - __main__ - Step 40 Global step 40 Train loss 13.297793 on epoch=4
06/03/2022 03:42:57 - INFO - __main__ - Step 50 Global step 50 Train loss 10.685351 on epoch=6
06/03/2022 03:43:07 - INFO - __main__ - Global step 50 Train loss 16.562246 Classification-F1 0.0 on epoch=6
06/03/2022 03:43:12 - INFO - __main__ - Step 60 Global step 60 Train loss 5.950047 on epoch=7
06/03/2022 03:43:17 - INFO - __main__ - Step 70 Global step 70 Train loss 3.641698 on epoch=8
06/03/2022 03:43:22 - INFO - __main__ - Step 80 Global step 80 Train loss 2.951114 on epoch=9
06/03/2022 03:43:28 - INFO - __main__ - Step 90 Global step 90 Train loss 2.363757 on epoch=11
06/03/2022 03:43:33 - INFO - __main__ - Step 100 Global step 100 Train loss 0.743500 on epoch=12
06/03/2022 03:43:33 - INFO - __main__ - Global step 100 Train loss 3.130023 Classification-F1 1.0 on epoch=12
06/03/2022 03:43:40 - INFO - __main__ - Step 110 Global step 110 Train loss 0.529727 on epoch=13
06/03/2022 03:43:45 - INFO - __main__ - Step 120 Global step 120 Train loss 0.543290 on epoch=14
06/03/2022 03:43:50 - INFO - __main__ - Step 130 Global step 130 Train loss 0.369880 on epoch=16
06/03/2022 03:43:55 - INFO - __main__ - Step 140 Global step 140 Train loss 0.419256 on epoch=17
06/03/2022 03:44:00 - INFO - __main__ - Step 150 Global step 150 Train loss 0.438302 on epoch=18
06/03/2022 03:44:01 - INFO - __main__ - Global step 150 Train loss 0.460091 Classification-F1 0.4576271186440678 on epoch=18
06/03/2022 03:44:06 - INFO - __main__ - Step 160 Global step 160 Train loss 0.378520 on epoch=19
06/03/2022 03:44:11 - INFO - __main__ - Step 170 Global step 170 Train loss 0.392465 on epoch=21
06/03/2022 03:44:16 - INFO - __main__ - Step 180 Global step 180 Train loss 0.341053 on epoch=22
06/03/2022 03:44:21 - INFO - __main__ - Step 190 Global step 190 Train loss 0.321870 on epoch=23
06/03/2022 03:44:26 - INFO - __main__ - Step 200 Global step 200 Train loss 0.374981 on epoch=24
06/03/2022 03:44:27 - INFO - __main__ - Global step 200 Train loss 0.361778 Classification-F1 0.49606299212598426 on epoch=24
06/03/2022 03:44:32 - INFO - __main__ - Step 210 Global step 210 Train loss 0.229238 on epoch=26
06/03/2022 03:44:37 - INFO - __main__ - Step 220 Global step 220 Train loss 0.292336 on epoch=27
06/03/2022 03:44:42 - INFO - __main__ - Step 230 Global step 230 Train loss 0.220636 on epoch=28
06/03/2022 03:44:47 - INFO - __main__ - Step 240 Global step 240 Train loss 0.193790 on epoch=29
06/03/2022 03:44:52 - INFO - __main__ - Step 250 Global step 250 Train loss 0.142417 on epoch=31
06/03/2022 03:44:53 - INFO - __main__ - Global step 250 Train loss 0.215683 Classification-F1 0.4838709677419355 on epoch=31
06/03/2022 03:44:58 - INFO - __main__ - Step 260 Global step 260 Train loss 0.202961 on epoch=32
06/03/2022 03:45:03 - INFO - __main__ - Step 270 Global step 270 Train loss 0.166614 on epoch=33
06/03/2022 03:45:08 - INFO - __main__ - Step 280 Global step 280 Train loss 0.100414 on epoch=34
06/03/2022 03:45:13 - INFO - __main__ - Step 290 Global step 290 Train loss 0.057776 on epoch=36
06/03/2022 03:45:18 - INFO - __main__ - Step 300 Global step 300 Train loss 0.125704 on epoch=37
06/03/2022 03:45:19 - INFO - __main__ - Global step 300 Train loss 0.130694 Classification-F1 0.41284403669724773 on epoch=37
06/03/2022 03:45:24 - INFO - __main__ - Step 310 Global step 310 Train loss 0.086348 on epoch=38
06/03/2022 03:45:29 - INFO - __main__ - Step 320 Global step 320 Train loss 0.087400 on epoch=39
06/03/2022 03:45:34 - INFO - __main__ - Step 330 Global step 330 Train loss 0.079709 on epoch=41
06/03/2022 03:45:39 - INFO - __main__ - Step 340 Global step 340 Train loss 0.180381 on epoch=42
06/03/2022 03:45:45 - INFO - __main__ - Step 350 Global step 350 Train loss 0.050367 on epoch=43
06/03/2022 03:45:45 - INFO - __main__ - Global step 350 Train loss 0.096841 Classification-F1 0.4666666666666667 on epoch=43
06/03/2022 03:45:50 - INFO - __main__ - Step 360 Global step 360 Train loss 0.049236 on epoch=44
06/03/2022 03:45:55 - INFO - __main__ - Step 370 Global step 370 Train loss 0.028262 on epoch=46
06/03/2022 03:46:00 - INFO - __main__ - Step 380 Global step 380 Train loss 0.038677 on epoch=47
06/03/2022 03:46:06 - INFO - __main__ - Step 390 Global step 390 Train loss 0.093031 on epoch=48
06/03/2022 03:46:11 - INFO - __main__ - Step 400 Global step 400 Train loss 0.071450 on epoch=49
06/03/2022 03:46:11 - INFO - __main__ - Global step 400 Train loss 0.056131 Classification-F1 0.488 on epoch=49
06/03/2022 03:46:16 - INFO - __main__ - Step 410 Global step 410 Train loss 0.071341 on epoch=51
06/03/2022 03:46:21 - INFO - __main__ - Step 420 Global step 420 Train loss 0.061688 on epoch=52
06/03/2022 03:46:27 - INFO - __main__ - Step 430 Global step 430 Train loss 0.048426 on epoch=53
06/03/2022 03:46:32 - INFO - __main__ - Step 440 Global step 440 Train loss 0.021674 on epoch=54
06/03/2022 03:46:37 - INFO - __main__ - Step 450 Global step 450 Train loss 0.031981 on epoch=56
06/03/2022 03:46:37 - INFO - __main__ - Global step 450 Train loss 0.047022 Classification-F1 0.4796747967479675 on epoch=56
06/03/2022 03:46:42 - INFO - __main__ - Step 460 Global step 460 Train loss 0.019037 on epoch=57
06/03/2022 03:46:48 - INFO - __main__ - Step 470 Global step 470 Train loss 0.033199 on epoch=58
06/03/2022 03:46:53 - INFO - __main__ - Step 480 Global step 480 Train loss 0.010904 on epoch=59
06/03/2022 03:46:58 - INFO - __main__ - Step 490 Global step 490 Train loss 0.009138 on epoch=61
06/03/2022 03:47:03 - INFO - __main__ - Step 500 Global step 500 Train loss 0.003489 on epoch=62
06/03/2022 03:47:04 - INFO - __main__ - Global step 500 Train loss 0.015153 Classification-F1 0.488 on epoch=62
06/03/2022 03:47:09 - INFO - __main__ - Step 510 Global step 510 Train loss 0.007658 on epoch=63
06/03/2022 03:47:14 - INFO - __main__ - Step 520 Global step 520 Train loss 0.005958 on epoch=64
06/03/2022 03:47:19 - INFO - __main__ - Step 530 Global step 530 Train loss 0.002395 on epoch=66
06/03/2022 03:47:24 - INFO - __main__ - Step 540 Global step 540 Train loss 0.030718 on epoch=67
06/03/2022 03:47:29 - INFO - __main__ - Step 550 Global step 550 Train loss 0.031992 on epoch=68
06/03/2022 03:47:29 - INFO - __main__ - Global step 550 Train loss 0.015745 Classification-F1 0.4482758620689655 on epoch=68
06/03/2022 03:47:34 - INFO - __main__ - Step 560 Global step 560 Train loss 0.013901 on epoch=69
06/03/2022 03:47:40 - INFO - __main__ - Step 570 Global step 570 Train loss 0.003754 on epoch=71
06/03/2022 03:47:45 - INFO - __main__ - Step 580 Global step 580 Train loss 0.003470 on epoch=72
06/03/2022 03:47:50 - INFO - __main__ - Step 590 Global step 590 Train loss 0.001206 on epoch=73
06/03/2022 03:47:55 - INFO - __main__ - Step 600 Global step 600 Train loss 0.012347 on epoch=74
06/03/2022 03:47:55 - INFO - __main__ - Global step 600 Train loss 0.006936 Classification-F1 0.4796747967479675 on epoch=74
06/03/2022 03:48:00 - INFO - __main__ - Step 610 Global step 610 Train loss 0.008329 on epoch=76
06/03/2022 03:48:05 - INFO - __main__ - Step 620 Global step 620 Train loss 0.002878 on epoch=77
06/03/2022 03:48:11 - INFO - __main__ - Step 630 Global step 630 Train loss 0.001827 on epoch=78
06/03/2022 03:48:16 - INFO - __main__ - Step 640 Global step 640 Train loss 0.087860 on epoch=79
06/03/2022 03:48:21 - INFO - __main__ - Step 650 Global step 650 Train loss 0.059245 on epoch=81
06/03/2022 03:48:21 - INFO - __main__ - Global step 650 Train loss 0.032028 Classification-F1 0.47540983606557374 on epoch=81
06/03/2022 03:48:26 - INFO - __main__ - Step 660 Global step 660 Train loss 0.016436 on epoch=82
06/03/2022 03:48:32 - INFO - __main__ - Step 670 Global step 670 Train loss 0.003602 on epoch=83
06/03/2022 03:48:37 - INFO - __main__ - Step 680 Global step 680 Train loss 0.030119 on epoch=84
