question: Which team has the largest margin win?	Espanyol
question: Did the French take St. John's?	they took St. John's
question: Who did Burke say we look to with affection?	parliaments
question: What was youtube's estimated ads revenue in 2013?	3.7 billion
question: At the 1945 general election, The Times adopted a stance that was referred to by what name?	peculiarly detached
question: How many terms does the mayor of the city serve?	two-year
question: Since when had the Swiss viewed themselves as a different nation?	1648
question: How many alleles do most eukaryotic organisms have for each trait?	two alleles for each trait
question: What type of crisis resulted from the budget deficit and rising debt levels of Greece?	severe economic
question: What are three of the bays named?	Long Bay
question: Which government agency used the applications that were informed by KU's interdisciplinary management program?	NASA
question: What is the name of the group of well-developed organisms that were discovered within fossil-bearing layers?	the Cambrian explosion
question: Peru was found to have been coercing what?	sterilizations
question: What allows Link to switch between his two forms?	Shadow Crystal
question: What type of investments were important in early Oklahoma?	oil
question: Are the state requirements to be tax exempt the same as the Federal requirements?	generally have separate applications and their requirements may differ from the IRS requirements
question: In addition to much of the state of Arizona, what U.S. state does not ever change their clocks for DST?	Hawaii
question: In what year was A Vindication on the Rights of Woman published?	1791
question: Which two languages were the most dominant languages of scientific and literary publications?	French and Latin
question: What's the name of the feature on the front of the front of the NES test device?	Game Pak slot
question: During whose rule was power transferred more to parliament?	Hanoverian dynasty
question: Where was the last part of the San Francisco torch relay carried through before getting on a bus?	Marina district
question: What does "having a gene" or a "good gene" typically refer to?	having a different allele of the gene
question: In what year did Eisenhower graduate from the Army War College?	1928
question: What years did the American Revolutionary War span?	1775–83
question: The structures that still remain are open to whom?	tourists
question: What are the permanent members of UN Security Council?	China, France, Russia, the United Kingdom and the United States
question: How many tourist visas were granted in 2003?	300,000
question: In which generation did iPod start providing compatibility with USB?	third generation
question: Who was the first ruler of the Kushan empire?	Kujula Kadphises
question: How did Republicans attack Kerry?	by calling Kerry's war record into question
question: What does mulatto mean?	visible European ancestry in addition to African
