Symplocos octopetala is a species of plant in the Symplocaceae family. It is endemic to Jamaica.	Plant
Walsura is a genus of plant in family Meliaceae. It contains the following species (but this list may be incomplete): Walsura gardneri Thwaites Walsura pinnata Hassk. Walsura trifoliate Walsura	Plant
Cystopteris is a genus of ferns in the family Cystopteridaceae. These are known generally as bladderferns or fragile ferns. They are found in temperate areas worldwide. This is a very diverse genus and within a species individuals can look quite different especially in harsh environments where they experience stress and remain small and stunted. Also they hybridize easily with each other. Identifying an individual can be challenging.	Plant
Pulmonaria officinalis common names lungwort common lungwort or Our Lady's milk drops is a herbaceous evergreen perennial rhizomatous plant of the genus Pulmonaria belonging to the family Boraginaceae	Plant
Jefea is a genus of flowering plants in the daisy family.	Plant
Tetragonia decumbens commonly known as sea spinach is a coastal shrub native to southern Africa.	Plant
Gradsteinia torrenticola is a species of moss in the Amblystegiaceae family. It is endemic to Spain. Its natural habitat is rivers.	Plant
Cyathea imrayana is a species of tree fern native to Dominica Costa Rica Panama Venezuela and Ecuador. The plant grows in submontane rain forest understorey and riparian zones on riverbanks at an altitude of 1000–2000 metres (3300–6600 ft).	Plant
Melanthium woodii common name Ozark bunch-flower is a species formerly known as Veratrum woodii. It is native to the central and southeastern parts of the United States from Arkansas Florida Georgia Illinois Indiana Iowa Kentucky Missouri North Carolina Ohio Oklahoma and Tennessee. It can be round in forested areas at elevations less than 800 m (2700 feet).Melanthium woodii is a perennial herb forming bulbs up to 1.6 cm (0.64 inches) and spreading by means of underground rhizomes.	Plant
Ulmus minor subsp. minor 'Variegata' is a variegated Smooth-leaved Elm cultivar first described by Wesmael [1] in Bull. Fed. Soc. Hort. Belg. 1862: 390 1863.	Plant
Blyxa aubertii common name bamboo plant is a plant species widespread across Asia Europe Africa and Australia but known from the Western Hemisphere only from a few collections in the southwestern part of the US State of Louisiana. This is an aquatic plant growing in shallow lakes and ponds. This and other species in the genus are sold commercially as greenery to grow alongside fish in aquaria.Blyxa aubertii has short stems rarely more than 3 cm (1.2 inches) long.	Plant
Crateranthus talbotii is a species of woody plant in the Lecythidaceae family.It is found in Cameroon and Nigeria.Its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical swamps.It is threatened by habitat loss.	Plant
Bulbophyllum lancifolium is a species of orchid in the genus Bulbophyllum.	Plant
Mangifera parvifolia is a species of plant in the Anacardiaceae family. It is found in Indonesia Malaysia and Singapore.	Plant
For other species of rabbitbrush see Chrysothamnus and LorandersoniaEricameria is a genus of shrubs in the Asteraceae or daisy family known by the common names goldenbush rabbitbrush turpentine bush and rabbitbush. They are distributed in the arid western United States and northern Mexico. Bright yellow flowers adorn the plants in late summer. Ericameria nauseosa (synonym Chrysothamnus nauseosus) is known for its production of latex.	Plant
