Malkaridae is a small spider family with ten species in four genera.	Animal
The Dahl's toad-headed turtle (Mesoclemmys dahli) is a species of turtle in the Chelidae family.It is endemic to Colombia.	Animal
The Tersa Sphinx (Xylophanes tersa) is a moth of the Sphingidae family. It is found from the United States (Massachusetts south to southern Florida west to Nebraska New Mexico and southern Arizona) through Mexico the West Indies and Central America and into parts of South America (including Bolivia Paraguay Argentina and Brazil). An occasional stray can be found as far north as Canada.The wingspan is 60–80 mm.	Animal
Cerithiopsidella antefilosa is a species of very small sea snails marine gastropod molluscs in the family Cerithiopsidae. It was described by Bartsch in 1911.	Animal
Eupithecia jacksoni is a moth in the Geometridae family. It is found in Kenya.	Animal
Cicindela trifasciata sigmoidea commonly called the mudflat tiger beetle is a species of tiger beetle.The specimen shown in the picture was raised in captivity in Pasadena California an inland city. Its parents were captured at the Mugu Naval Base marsh in Ventura California in 2003 (for a UCLA Masters thesis). This species of tiger beetle was found to be rare in 1982 by a study conducted by the Los Angeles County Natural History Museum.	Animal
Oecomys bicolor also known as the White-bellied Oecomys or Bicolored Arboreal Rice Rat is a species of rodent in the genus Oecomys of family Cricetidae. It has a wide distribution in Amazonia occurring in northwestern Brazil northern Bolivia eastern Peru eastern Ecuador eastern Colombia much of Venezuela Guyana Suriname and French Guiana and extends into eastern Panama but it may in fact contain more than one species.	Animal
Problepsis metallopictata is a moth of the Geometridae family. It is found on Ambon Island.	Animal
Aplatissa michaelis is a species of moths of the family Hepialidae. It is endemic to Brazil.	Animal
The Puff-backed Bulbul (Pycnonotus eutilotus) is a species of songbird in the Pycnonotidae family.It is found in Brunei Indonesia Malaysia Burma Singapore and Thailand.Its natural habitat is subtropical or tropical moist lowland forests.It is threatened by habitat loss.	Animal
Lypusa tokari is a moth of the Lypusidae family. It is found in Austria Hungary northern Italy Slovakia Bulgaria Albania and in Slovakia. The habitat consists of warm grassy dry sandy habitats mainly in oak tree forests or heath.It is virtually identical in appearance to Lypusa maurella but more robust and slightly larger. It is however easily distinguished by the genitalia in both sexes.	Animal
Diagondas is a genus of jumping spiders. Its only described species Diagondas viridiaureus is found in Brazil.	Animal
Ancylosis faustinella is a species of snout moths in the genus Ancylosis. It was described by Zeller in 1867 from Palestine but is also found on Malta and in Russia as well as on the Canary Islands in Algeria Tunisia Libya Morocco Egypt Saudi Arabia Yemen Bahrain Turkey Afghanistan Syria Iran Israel Jordan Lebanon Mongolia Pakistan Niger and Sudan.Adults are small with narrow ochreous yellow forewings. It has a white costal streak and two white transverse lines.	Animal
Coregonus baicalensis is a species of freshwater whitefish in the family Salmonidae. It is endemic to the Russian Federation's Lake Baikal where it is found on the bottom (demersal). The maximum length recorded for this species is 60 centimetres (24 in). The average length is a few centimetres above 50 centimetres (20 in). It is also known as the Baikal whitefish. It is frequently considered to be a subspecies of Coregonus lavaretus.	Animal
The Yellow Glassy Tiger (Parantica aspasia) is a butterfly found in Asia that belongs to the Crows and Tigers that is the Danaid group of the Brush-footed butterflies family.	Animal
Coleophora romieuxi is a moth of the Coleophoridae family. It is found in the Democratic Republic of Congo.	Animal
Nemadactylus is a genus of morwongs.	Animal
Coleophora isomoera is a moth of the Coleophoridae family. It is found in Spain and Morocco Turkey Uzbekistan Mongolia and China.	Animal
Bredana is a genus of jumping spiders that occurs in the USA.	Animal
Lestidiops is a genus of barracudinas.	Animal
Autocrates was an Ancient Athenian poet of the old comedy. One of his plays is mentioned by Suidas and Aelian. He also wrote several tragedies. The Autocrates quoted by Athenaeus seems to have been a different person.	Animal
Seguenzioidea is a superfamily of minute to medium-sized sea snails marine gastropod mollusks in the clade Vetigastropoda.	Animal
Cryptadia is a genus of snout moths. It was described by Turner in 1913 and is known from Australia. It contains the species C. xuthobela.	Animal
Daula is a genus of moths of the Noctuidae family.	Animal
The Glossosomatoidea are a superfamily of the class Insecta and order Trichoptera.	Animal
Elaphrus smaragdiceps is a species of ground beetle in the subfamily Elaphrinae. It was described by Semenov in 1889.	Animal
The Mahomet mouse (Mus mahomet) is a species of rodent in the family Muridae.It is found in Ethiopia Kenya and Uganda.Its natural habitats are subtropical or tropical moist montane forests and subtropical or tropical high-altitude shrubland.It is threatened by habitat loss.	Animal
Kurtziella perryae is a species of sea snail a marine gastropod mollusk in the family Mangeliidae.	Animal
Choanephora is a genus of Zygomycota fungi. Choanephora species are known as plant pathogens.	Animal
Titanoceros mirandalis is a species of snout moth. It is found in China.	Animal
The Blue Duke Bassarona durga is a species of nymphalid butterfly found in the Himalayas.	Animal
The Hawaiʻi ʻŌʻō (Moho nobilis) is a member of the extinct genus of the ʻŌʻōs (Moho) within the extinct family Mohoidae. It was previously regarded as member of the Australo-Pacific honeyeaters (Meliphagidae).	Animal
William B. Black was the Republican member of the Illinois House of Representatives representing the 104th district from 1986 until 2011. He was the Deputy Republican Leader.In 2007 Black had announced his plans to retire at the end of that term but he entered the race for re-election after the Republican nominee Scott Eisenhouer withdrew his candidacy. In November 2008 Black is re-elected to office defeating Democrat Lori DeYoung of Fithian Illinois.	OfficeHolder
Martha Van Rensselaer (June 21 1864 – May 26 1932) was a founding co-director of Cornell University’s New York State College of Home Economics now the New York State College of Human Ecology and served as an educator and leading proponent of applying science to improve the quality of life in the home. She called this new field “domestic science” using rigorous scientific research to understand and improve many key aspects of homemaking.	OfficeHolder
Sir Nevile Meyrick Henderson KCMG (10 June 1882 – 30 December 1942) was the third child of Robert and Emma Henderson and was born at Sedgwick Park near Horsham West Sussex. He was educated at Eton College and joined the Diplomatic Service in 1905. He was Ambassador of Great Britain to Germany from 1937 to 1939 and believed that Adolf Hitler could be controlled and pushed toward peace and cooperation with the Western powers.	OfficeHolder
Charles Thomson Ritchie 1st Baron Ritchie of Dundee PC (19 November 1838 – 9 January 1906) was a British businessman and Conservative politician who sat in the House of Commons from 1874 until 1905 when he was raised to the peerage. He served as Home Secretary from 1900 to 1902 and as Chancellor of the Exchequer from 1902 to 1903.	OfficeHolder
V. V. Rajan Chellappa is an Indian Politician and incumbent Mayor of Madurai Corporation. As a cadre of All India Anna Dravida Munnetra Kazhagam party he previously served as a member of Rajya Sabha. from 1992 - 1998.AIADMK's V.V. Rajan Chellappa who polled 312226 votes defeated his nearest rival P. Packianathan of the DMK who secured 138329 votes for Madurai Mayor in October 2011.	OfficeHolder
Pat Breen (born 21 March 1957) is an Irish Fine Gael politician. He has been a Teachta Dála (TD) for the Clare constituency since 2002.Having been a member of Clare County Council and the Vocational Educational Committee from June 1999 to 2002 Breen was first elected to Dáil Éireann at the 2002 general election.	OfficeHolder
Marike de Klerk (17 November 1937 – 4 December 2001) was the First Lady of South Africa as the wife of State President Frederik Willem de Klerk from 1989 to 1994. She was also a politician of the former governing National Party in her own right.	OfficeHolder
James McCosh Clark (12 August 1833 – 26 January 1898) was Mayor of Auckland in the 1880s. He was a successful businessman until many of his ventures failed during the depression of the 1880s which caused him to return to England for the last decade of his life. He was the son of Archibald Clark.	OfficeHolder
Linda Runbeck (born June 11 1946) is a Minnesota politician and member of the Minnesota House of Representatives. A member of the Republican Party of Minnesota she represents District 38A which includes all or portions of Anoka and Washington counties in the northern Twin Cities metropolitan area. She and her husband are also co-owners of Braham Monument Company in Braham.	OfficeHolder
William Mayrant (March 8 1765 – January 23 1832) was a U.S. Representative from South Carolina.William Mayrant was elected in 1814 as a Democratic-Republican to the Fourteenth Congress and served until his resignation on October 21 1816 (March 4 1815-October 21 1816). He was elected to his first and only term as a member of the US House of Representatives from his home at Stateburg near what is now Sumter SC. He represented South Carolina's 9th congressional district.	OfficeHolder
Eduardo Georgetti (October 11 1866 – 1937) was an agriculturist businessman philanthropist and politician. Georgetti who came from a family of prosperous land owners became one of Puerto Rico's wealthiest sugar barons and benefactors. In 1917 he became the first Vice-president of the Puerto Rican Senate.	OfficeHolder
